code,text,framework,subject,anchor_standard,eu_references,eq_references
MU:Cr3.2.H.IIa,Perform final versions of compositions (forms such as rounded binary  or,NCAS,Music Harmonizing Instruments,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.H.IIIa,Perform final versions of a,NCAS,Music Harmonizing Instruments,1,EU_0f78795c,EQ_ee165909
MU:Pr4.1.H.5a,Describe and demonstrate how a,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.1.H.8a,Describe and demonstrate how a,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.1.H.Ia,Explain the criteria used  when,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.1.H.IIa,Develop and apply  criteria for,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.1.H.IIIa,Develop and apply criteria for,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.H.5a,Identify prominent melodic and,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.H.8a,"Identify prominent melodic, harmonic, and structural  characteristics and",NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.H.Ia,Identify and describe important theoretical  and structural characteristics and,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.H.IIa,Identify and describe important theoretical and structural characteristics and,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.H.IIIa,Identify and describe important theoretical and structural characteristics and,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.H.5a,Demonstrate and describe in,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.H.8a,Demonstrate and describe in interpretations an understanding of the context,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.H.Ia,"Describe in interpretations the context (social, cultural, or historical) and expressive intent in a varied repertoire of music selected for performance that includes melodies, repertoire pieces, improvisations , and chordal accompaniments in a variety of patterns (such as arpeggio, country and gallop strumming, finger picking patterns) .",NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.H.IIa,"Explain in interpretations the context (social, cultural, and historical) and expressive intent in a varied repertoire of music selected for performance that includes melodies, repertoire pieces, improvisations, and chordal accompaniments in a variety of styles .",NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.H.IIIa,Explain and present interpretations,NCAS,Music Harmonizing Instruments,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.H.5a,"Apply teacher-provided criteria to critique individual performances of a varied repertoire of music that includes melodies, repertoire pieces, and chordal accompaniments selected for performance, and apply practice strategies to address performance challenges and refine the performances.",NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr5.1.H.8a,"Apply teacher-provided criteria to critique individual performances of a varied repertoire of music that includes melodies, repertoire pieces, and chordal accompaniments selected for performance, and identify  practice strategies to address performance challenges and refine the performances.",NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr5.1.H.Ia,Develop and apply criteria to critique,NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr5.1.H.IIa,Develop and apply criteria to,NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr5.1.H.IIIa,"Develop and apply criteria, including",NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr6.1.H.5a,Perform with expression and,NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr6.1.H.8a,Perform with expression and,NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr6.1.H.Ia,"Perform with expression and technical accuracy, in individual and small group performance s, a varied repertoire of music that includes melodies, repertoire pieces, improvisations ,  and chordal accompaniments in a",NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr6.1.H.IIa,"Perform with expression and technical accuracy, in individual and small group performances, a varied repertoire of music that includes melodies, repertoire pieces, improvisations, and chordal accompaniments in a",NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Pr6.1.H.IIIa,"Perform with expression and technical accuracy, in individual and small group",NCAS,Music Harmonizing Instruments,4,EU_4f6c3b4a,EQ_9bbdfaca
MU:Re7.1.H.5a,Demonstrate and describe reasons,NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.1.H.8a,Explain  reasons for selecting,NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.1.H.Ia,"Apply criteria to select music for specified purposes , supporting choices by citing characteristics found in the music and connections to interest, purpose, and context.",NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.1.H.IIa,"Apply criteria to select music for a variety of purposes , justifying choices citing knowledge of the music and the specified purpose and context.",NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.1.H.IIIa,"S elect, describe, and compare a variety of individual and small group musical programs from varied cultures , genres , and historical periods .",NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.2.H.5a,"Demonstrate and explain, citing evidence, the use of repetition, similarities and contrasts in musical selections and how these and knowledge of the context (social or cultural) inform the response.",NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.2.H.8a,Describe  how the way that the elements of music  are manipulated  and knowledge of the context (social and cultural) inform the response.,NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.2.H.Ia,Compare passages in musical selections and explain how the elements of music,NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.2.H.IIa,"Explain how the analysis  of the structures  and context (social, cultural, and",NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re7.2.H.IIIa,Demonstrate and justify how the,NCAS,Music Harmonizing Instruments,6,EU_468f5650,EQ_97e907d2
MU:Re8.1.H.5a,"Identify interpretations of the expressive intent and meaning of musical selections, referring to the elements of music, context (personal or social), and (when appropriate) the setting of the text.",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re8.1.H.8a,"Identify and  support interpretations of the expressive intent and meaning of musical selections, citing as evidence the treatment  of the elements of music, context, and (when appropriate) the setting of the text.",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re8.1.H.Ia,"Explain  and support interpretations of the expressive intent and meaning of musical selections, citing as evidence the treatment of the elements of music, context (personal, social, and  cultural ), and (when",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re8.1.H.IIa,"Explain and support interpretations of the expressive intent and meaning of musical selections, citing as evidence the treatment of the elements of music, context (personal, social, and cultural), and (when appropriate) the setting of the text, and varied researched  sources.",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re8.1.H.IIIa,"Establish and  justify interpretations of the expressive intent and meaning of musical selections by comparing and synthesizing varied researched sources, including reference to examples from other art forms .",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re9.1.H.5a,"Identify and describe how interest, experiences, and contexts (personal or social) effect the evaluation of music.",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re9.1.H.8a,"Explain  the influence  of experiences and contexts (personal, social, or",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re9.1.H.Ia,"Develop and apply teacher provided  and established criteria  based on personal preference, analysis ,  and context (personal, social, and cultural) to evaluate",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re9.1.H.IIa,"Apply personally-developed  and established criteria based on research , personal preference, analysis, interpretation,  expressive intent , and musical qualitie s to evaluate contrasting  individual and small group musical selections for listening.",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Re9.1.H.IIIa,"Develop and justify  evaluations of a variety of individual and small group musical selections for listening based on personally developed and established criteria, personal decision making, and knowledge and understanding of context .",NCAS,Music Harmonizing Instruments,6,EU_53be1685,EQ_97e907d2
MU:Cn10.0.H.IIIa,"Demonstrate how interests, knowledge, and skills relate to personal choices and intent when creating, performing, and responding to music.",NCAS,Music Harmonizing Instruments,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cn11.0.H.IIIa,"Demonstrate how interests, knowledge, and skills relate to personal choices and intent when creating, performing, and responding to music.",NCAS,Music Harmonizing Instruments,8,EU_e6c2f8dc,EQ_b1f4a4b6
MU:Cn10.0.H.5a,MU:Cn10.0.H.8a MU:Cn10.0.H.Ia MU:Cn10.0.H.IIa MU:Cn10.0.H.IIIa |  |  |  |  |,NCAS,Music Harmonizing Instruments,11,EU_26f8a7a6,EQ_b88e3f2f
MU:Cn11.0.H.5a,MU:Cn11.0.H.8a MU:Cn11.0.H.Ia MU:Cn11.0.H.IIa MU:Cn11.0.H.IIIa |  |  |  |  |,NCAS,Music Harmonizing Instruments,11,EU_d9768810,EQ_b88e3f2f
TH:Pr6.1.III.,"Share, Present a. With prompting and support, engage in dramatic play or a guided drama experience (e.g., process drama, story drama, creative drama).",NCAS,Theatre,4,EU_69f57a15,EQ_865352cd
TH:Cn10.1.III.,"Empathize a. With prompting and support, identify similarities between a story and personal experience in dramatic play or a guided drama experience (e.g., process drama, story drama, creative drama).",NCAS,Theatre,9,EU_fc292fe0,EQ_5d00c207
TH:Cn11.1.III.,"Interrelate a. With prompting and support, use skills and knowledge from other areas in dramatic play or a guided drama experience (e.g., process drama, story drama, creative      drama).",NCAS,Theatre,9,EU_fc292fe0,EQ_5d00c207
TH:Cr1.1.PK.,TH:Cr1.1.K. TH:Cr1.1.1. TH:Cr1.1.2. TH:Cr1.1.3. TH:Cr1.1.4. TH:Cr.1.1.5. TH:Cr1.1.6 TH:Cr.1.1.7. TH:Cr1.1.8. TH:Cr1.1.I. TH:Cr1.1.II. TH:Cr1.1.III. |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Theatre,11,EU_4afb8cc3,EQ_d81c06a1
TH:Cr3.1.PK.,TH:Cr3.1.K. TH:Cr3.1.1. TH:Cr3.1.2. TH:Cr3.1.3. TH:Cr3.1.4. TH:Cr3.1.5. TH:Cr3.1.6. TH:Cr3.1.7. TH:Cr3.1.8. TH:Cr3.1.I. TH:Cr3.1.II. TH:Cr3.1.III. |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Theatre,11,EU_370acb16,EQ_d81c06a1
TH:Pr4.1.PK.,TH:Pr4.1.K. TH:Pr4.1.1. TH:Pr4.1.2. TH:Pr4.1.3. TH:Pr4.1.4. TH:Pr4.1.5. TH:Pr4.1.6. TH:Pr4.1.7. TH:Pr4.1.8. TH:Pr4.1.I. TH:Pr4.1.II. TH:Pr4.1.III. |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Theatre,11,EU_69f57a15,EQ_c1cd84f2
TH:Pr5.1.PK.,TH:Pr5.1.K. TH:Pr5.1.1. TH:Pr5.1.2. TH:Pr5.1.3. TH:Pr5.1.4. TH:Pr5.1.5. TH:Pr5.1.6. TH:Pr5.1.7. TH:Pr5.1.8. TH:Pr5.1.I. TH:Pr5.1.II. TH:Pr5.1.III. |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Theatre,11,EU_39519601,EQ_c1cd84f2
TH:Pr6.1.PK.,TH:Pr6.1.K. TH:Pr6.1.1. TH:Pr6.1.2. TH:Pr6.1.3. TH:Pr6.1.4. TH:Pr6.1.5. TH:Pr6.1.6. TH:Pr6.1.7. TH:Pr6.1.8. TH:Pr6.1.I. TH:Pr6.1.II. TH:Pr6.1.III. |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Theatre,11,EU_5c803b34,EQ_c1cd84f2
TH:Re7.1.PK.,TH:Re7.1.K. TH:Re7.1.1. TH:Re7.1.2. TH:Re7.1.3. TH:Re7.1.4. TH:Re7.1.5. TH:Re7.1.6. TH:Re7.1.7. TH:Re7.1.8. TH: Re7.1.I. TH: Re7.1.II. TH: Re7.1.-III. |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Theatre,11,EU_9a492b53,EQ_49c9d21e
TH:Re9.1.PK.,TH:Re9.1.K. TH:Re9.1.1. TH:Re9.1.2. TH:Re9.1.3. TH:Re9.1.4. TH:Re9.1.5. TH:Re9.1.6. TH:Re9.1.7. TH:Re9.1.8. TH:Re9.1.I. TH:Re9.1.II. TH:Re9.1.III. |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Theatre,11,EU_fc292fe0,EQ_49c9d21e
TH:Cn10.1.PK.,TH:Cn10.1.K. TH:Cn10.1.1. TH:Cn10.1.2. TH:Cn10.1.3. TH:Cn10.1.4. TH:Cn10.1.5. TH:Cn10.1.6. TH:Cn10.1.7. TH:Cn10.1.8. TH:Cn10.1.I. TH:Cn10.1.II. TH:Cn10.1.III. |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Theatre,11,EU_b862f770,EQ_883660e4
MU:Cr1.1.T.Ia,"Generate melodic, rhythmic, and harmonic ideas for compositions or improvisations using digital tools.",NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr1.1.T.IIa,"Generate melodic, rhythmic, and harmonic ideas for compositions and",NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr1.1.T.IIIa,"Generate melodic, rhythmic, and harmonic ideas for compositions and improvisations that incorporate digital tools, resources, and systems .",NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.T.Ia,"Select melodic, rhythmic, and",NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.T.IIa,"Select melodic, rhythmic, and harmonic ideas to develop into a larger work that",NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr2.1.T.IIIa,"Select, develop, and organize multiple melodic, rhythmic and harmonic ideas to develop into a larger work that exhibits unity,",NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.T.Ia,"Drawing on feedback from teachers and peers, develop and implement strategies to improve and refine the technical and expressive aspects of draft compositions and improvisations.",NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.T.IIa,Develop and implement varied,NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.1.T.IIIa,Develop and implement varied,NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.T.Ia,Share compositions or,NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.T.IIa,Share  compositions and improvisations that demonstrate an accomplished,NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Cr3.2.T.IIIa,Share  a portfolio of musical creations representing varied styles and genres,NCAS,Music Tech Strand,1,EU_0f78795c,EQ_ee165909
MU:Pr4.I.T.Ia,Develop and explain the criteria used,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr4.I.T.IIa,Develop and apply criteria to select a varied repertoire to study and perform based on interest; an understanding of theoretical and structural characteristics of the music; and the,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr4.I.T.IIIa,"Develop and apply criteria to select varied programs to study and perform based on interest, an understanding of the theoretical and structural characteristics, as well as expressive challenges in the music, and the performer’s",NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.T.Ia,"Describe how context, structural",NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.T.IIa,Describe and demonstrate how,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr4.2.T.IIIa,"Examine, evaluate and critique  how",NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.T.Ia,Demonstrate how understanding the,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.T.IIa,Demonstrate how understanding the,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr4.3.T.IIIa,Demonstrate how understanding,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.T.Ia,Identify and implement rehearsal,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.T.IIa,Develop  and  implement rehearsal,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr5.1.T.IIIa,Apply appropriate criteria  as well as feedback from multiple sources and develop and implement varied strategies to improve and refine the technical and expressive aspects of prepared and improvised performances in varied programs of music.,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr6.1.T.Ia,"Using digital tools, demonstrate attention to technical accuracy and expressive qualities in prepared and improvised performances of a varied repertoire of music.",NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr6.1.T.IIa,"Using digital tools and resources , demonstrate technical accuracy and expressive qualities in prepared and improvised performances",NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr6.1.T.IIIa,"Integrating digital  and analog tools  and resources ,  demonstrate an understanding and attention to technical accuracy and expressive qualities of the music in prepared",NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr6.1.T.Ib,Demonstrate an understanding of the context of music through prepared and improvised performances.,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr6.1.T.IIb,Demonstrate an understanding of the expressive intent  when connecting with an audience  through prepared and improvised performances.,NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Pr6.1.T.IIIb,"Demonstrate an ability  to connect with audience members before, and engaging with and responding to them during prepared and improvised performances.",NCAS,Music Tech Strand,3,EU_656d9057,EQ_255e8fae
MU:Re7.I.T.Ia,Cite reasons for choosing music,NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re7.I.T.IIa,"Select and critique contrasting musical works , defending opinions  based on",NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re7.I.T.IIIa,"Select, describe and compare a variety of musical selections  based on characteristics  and knowledge of the music, understanding of  digital and electronic aspects, and the purpose  and context  of the works.",NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re7.2.T.Ia,"Explain how knowledge of the structure (repetition, similarities, contrasts), technological aspects, and purpose of the music informs the response.",NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re7.2.T.IIa,Explain how an analysis  of the,NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re7.2.T.IIIa,Demonstrate and justify how an,NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re8.1.T.Ia,Explain and support an,NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re8.1.T.IIa,"Connect  the influence of the treatment of the elements of music, digital and electronic features, context , purpose, and other art forms to  the expressive intent of musical works.",NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re8.1.T.IIIa,"Examine, cite research and multiple sources  to connect the influence of the treatment of the elements of music, digital and electronic features, context, purpose, and other art forms to the expressive intent of musical works.",NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re9.1.T.Ia,Evaluate music using criteria based,NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re9.1.T.IIa,Apply criteria  to evaluate music,NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Re9.1.T.IIIa,Develop and  justify the evaluation of a variety of  music based on established  and,NCAS,Music Tech Strand,5,EU_fc310035,EQ_57831979
MU:Cn10.0.T.IIIa,"a  Demonstrate how interests, knowledge, and skills relate to personal choices and intent when creating, performing, and responding to music.",NCAS,Music Tech Strand,8,EU_53be1685,EQ_b1f4a4b6
MU:Cn11.0.T.IIIa,"a  Demonstrate understanding of relationships between music and the other arts, other disciplines, varied contexts, and daily life.",NCAS,Music Tech Strand,8,EU_53be1685,EQ_b1f4a4b6
MU:Cn10.0.T.Ia,"CN10.0.T.IIa MU:Cn10.0.T.IIIa |  |  | | a Demonstrate how interests, knowledge, and skills relate to personal choices and intent when",NCAS,Music Tech Strand,11,EU_26f8a7a6,EQ_02d8ab9a
MU:Cn11.0.T.Ia,CN11.0.T.IIa MU:Cn11.0.T.IIIa | Anchor Standard 11: Synthesize and relate knowledge and personal experiences to make art.,NCAS,Music Tech Strand,11,EU_d9768810,EQ_6d755893
VA:Cr1.1.IIIa,Engage in self directed play with materials.,NCAS,Visual Arts - new copyright info,1,,
VA:Cr1.2.IIIa,"Engage in self directed, creative making.",NCAS,Visual Arts - new copyright info,1,,
VA:Cr2.1.IIIa,Use a variety of art making tools,NCAS,Visual Arts - new copyright info,1,EU_bd21a678,EQ_a13159f5
VA:Cr2.2.IIIa,a. Share materials with others.,NCAS,Visual Arts - new copyright info,1,EU_bd21a678,EQ_a13159f5
VA:Cr2.3.IIIa,Create and tell about art that communicates a story about a familiar place or object.,NCAS,Visual Arts - new copyright info,1,EU_bd21a678,EQ_a13159f5
VA:Cr3.1.IIIa,Reflect - Refine - Continue,NCAS,Visual Arts - new copyright info,2,EU_0f543a48,EQ_139bfefc
VA:Pr4.1.IIIa,Select,NCAS,Visual Arts - new copyright info,3,EU_d8888d36,EQ_47e7c4e5
VA:Pr5.1.IIIa,Analyze,NCAS,Visual Arts - new copyright info,3,EU_d8888d36,EQ_47e7c4e5
VA:Pr6.1.IIIa,Share,NCAS,Visual Arts - new copyright info,5,EU_be2075d3,EQ_739127c4
VA:Re.7.1.IIIa,Recognize art in one’s environment.,NCAS,Visual Arts - new copyright info,6,EU_e0ff74ec,EQ_135e98d7
VA:Re.7.2.IIIa,Distinguish between images and real objects.,NCAS,Visual Arts - new copyright info,6,EU_e0ff74ec,EQ_135e98d7
VA:Re8.1.IIIa,Analyze,NCAS,Visual Arts - new copyright info,7,EU_daa7e25c,EQ_9737b4c2
VA:Re9.1.IIIa,Interpret,NCAS,Visual Arts - new copyright info,7,EU_daa7e25c,EQ_9737b4c2
VA:Cn10.1.IIIa,Synthesize,NCAS,Visual Arts - new copyright info,8,EU_26b4a42f,EQ_98d26726
VA:Cn11.1.IIIa,Relate,NCAS,Visual Arts - new copyright info,8,EU_26b4a42f,EQ_98d26726
VA:Cr1.1.PKa,VA:Cr1.1.Ka VA:Cr1.1.1a VA:Cr1.1.2a VA:Cr1.1.3a VA:Cr1.1.4a VA:Cr1.1.5a VA:Cr1.1.6a VA:Cr1.1.7a VA:Cr1.1.8a VA:Cr1.1.Ia VA:Cr1.1.IIa VA:Cr1.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Engage in self directed play with materials. | Engage in exploration and imaginative play with materials. | Engage collaboratively in exploration and imaginative play with materials. | Brainstorm collaboratively multiple approaches to an art or design problem. | Elaborate on an imaginative idea. | Brainstorm multiple approaches to a creative art or design problem. | Combine ideas to generate an innovative idea for art-making. | Combine concepts collaboratively to generate innovative ideas for creating art. | Apply methods to overcome creative blocks. | Document early stages of the creative process visually and/or verbally in traditional or new media. | Use multiple approaches to begin creative endeavors. | Individually or collaboratively formulate new creative problems based on student’s existing artwork. | Visualize and hypothesize to generate plans for ideas and directions for creating art and design that can affect social change. |,NCAS,Visual Arts - new copyright info,10,EU_fc07a5e9,EQ_2ef55cd6
VA:Cr1.2.PKa,VA:Cr1.2.Ka VA:Cr1.2.1a VA:Cr1.2.2a VA:Cr1.2.3a VA:Cr1.2.4a VA:Cr1.2.5a VA:Cr1.2.6a VA:Cr1.2.7a VA:Cr1.2.8a VA:Cr1.2.Ia VA:Cr1.2.IIa VA:Cr1.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_fc07a5e9,EQ_f99bff57
VA:Cr2.1.PKa,"VA:Cr2.1.Ka VA:Cr2.1.1a VA:Cr2.1.2a VA:Cr2.1.3a VA:Cr2.1.4a VA:Cr2.1.5a VA:Cr2.1.6a VA:Cr2.1.7a VA:Cr2.1.8a VA:Cr2.1.Ia VA:Cr2.1.IIa VA:Cr2.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Use a variety of art making tools | Through experimentation, build skills in various media and approaches to art making. | Explore uses of materials and tools to create works of art or design. | Experiment with various materials and tools to explore personal interests in a work of art or design. | Create personally satisfying artwork using a variety of artistic processes and materials. | Explore and invent art-making techniques and approaches. | Experiment and develop skills in multiple art-making techniques and approaches through practice. | Demonstrate openness in trying new ideas, materials, methods, and approaches in making works of art and design. | Demonstrate persistence in developing skills with various materials, methods, and approaches in creating works of art or design. | Demonstrate willingness to experiment, innovate, and take risks to pursue ideas, forms, and meanings that emerge in the process of art making or designing. | Engage in making a work of art or design without having a preconceived plan. | Through experimentation, practice, and persistence, demonstrate acquisition of skills and knowledge in a chosen art form. | Experiment, plan, and make multiple works of art and design that explore a personally meaningful theme, idea, or concept. |",NCAS,Visual Arts - new copyright info,10,EU_d3985f54,EQ_2ef55cd6
VA:Cr2.2.PKa,VA:Cr2.2.Ka VA:Cr2.2.1a VA:Cr2.2.2a VA:Cr2.2.3a VA:Cr2.2.4a VA:Cr2.2.5a VA:Cr2.2.6a VA:Cr2.2.7a VA:Cr2.2.8a VA:Cr2.2.Ia VA:Cr2.2.IIa VA:Cr2.2.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_d3985f54,EQ_505bea1e
VA:Cr2.3.PKa,"VA:Cr2.3.Ka VA:Cr2.3.1a VA:Cr2.3.2a VA:Cr2.3.3a VA:Cr2.3.4a VA:Cr2.3.5a VA:Cr2.3.6a VA:Cr2.3.7a VA:Cr2.3.8a VA:Cr2.3.Ia VA:Cr2.3.IIa VA:Cr2.3.IIIa |  |  |  |  |  |  |  |  |  |  |  |  | | Create and tell about art that communicates a story about a familiar place or object. | Create art that represents natural and constructed environments. | Identify and classify uses of everyday objects through drawings, diagrams, sculptures, or other visual means. | Repurpose objects to make something new. | Individually or collaboratively construct representations, diagrams, or maps of places that are part of everyday life. | Document, describe, and represent regional constructed environments. | Identify, describe, and visually document places and/or objects of personal significance. | Design or redesign objects, places, or systems that meet the identified needs of diverse users. | Apply visual organizational strategies to design and produce a work of art, design, or media that clearly communicates information or ideas. | Select, organize, and design images and words to make visually clear and compelling presentations. | Collaboratively develop a proposal for an installation, artwork, or space design that transforms the perception and experience of a particular place. | Redesign an object, system, place, or design in response to contemporary issues. | Demonstrate in works of art or design how visual and material culture defines, shapes, enhances, inhibits, and/or empowers people's lives. |",NCAS,Visual Arts - new copyright info,10,EU_d3985f54,EQ_0c74d3b4
VA:Cr3.1.PKa,VA:Cr3.1.Ka VA:Cr3.1.1a VA:Cr3.1.2a VA:Cr3.1.3a VA:Cr3.1.4a VA:Cr3.1.5a VA:Cr3.1.6a VA:Cr3.1.7a VA:Cr3.1.8a VA:Cr3.1.Ia VA:Cr3.1.IIa VA:Cr3.1.IIIa |  |  |  |  |  |  |  |  |  |  |  |  |,NCAS,Visual Arts - new copyright info,10,EU_d8888d36,EQ_2ef55cd6
