uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
c3-d2-eco-7-3-5,D2.Eco.7.3-5,basic_html,<p>Explain how profits influence sellers in markets.</p>,14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.7.3-5,TRUE
c3-d2-eco-8-3-5,D2.Eco.8.3-5,basic_html,<p>Identify examples of external benefits and costs.</p>,14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.8.3-5,TRUE
c3-d2-eco-9-3-5,D2.Eco.9.3-5,basic_html,<p>Describe the role of other financial institutions in an economy.</p>,14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.9.3-5,TRUE
c3-d2-eco-10-3-5,D2.Eco.10.3-5,basic_html,<p>Explain what interest rates are.</p>,14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.10.3-5,TRUE
c3-d2-eco-11-3-5,D2.Eco.11.3-5,basic_html,"<p>Explain the meaning of inflation, deflation, and unemployment.</p>",14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.11.3-5,TRUE
c3-d2-eco-12-3-5,D2.Eco.12.3-5,basic_html,<p>Explain the ways in which the government pays for the goods and services it provides.</p>,14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.12.3-5,TRUE
c3-d2-eco-13-3-5,D2.Eco.13.3-5,basic_html,<p>Describe ways people can increase productivity by using improved capital goods and improving their human capital.</p>,14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.13.3-5,TRUE
c3-d2-eco-14-3-5,D2.Eco.14.3-5,basic_html,<p>Explain how trade leads to increasing economic interdependence among nations.</p>,14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.14.3-5,TRUE
c3-d2-eco-15-3-5,D2.Eco.15.3-5,basic_html,<p>Explain the effects of increasing economic interdependence on different groups within participating nations.</p>,14785,52023,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 3-5,D2.Eco.15.3-5,TRUE
c3-d2-eco-1-6-8,D2.Eco.1.6-8,basic_html,"<p>Explain how economic decisions affect the well-being of individuals, businesses, and society.</p>",14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.1.6-8,TRUE
c3-d2-eco-2-6-8,D2.Eco.2.6-8,basic_html,<p>Evaluate alternative approaches or solutions to current economic issues in terms of benefits and costs for different groups and society as a whole.</p>,14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.2.6-8,TRUE
c3-d2-eco-3-6-8,D2.Eco.3.6-8,basic_html,"<p>Explain the roles of buyers and sellers in product, labor, and financial markets.</p>",14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.3.6-8,TRUE
c3-d2-eco-4-6-8,D2.Eco.4.6-8,basic_html,<p>Describe the role of competition in the determination of prices and wages in a market economy.</p>,14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.4.6-8,TRUE
c3-d2-eco-5-6-8,D2.Eco.5.6-8,basic_html,<p>Explain ways in which money facilitates exchange by reducing transactional costs.</p>,14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.5.6-8,TRUE
c3-d2-eco-6-6-8,D2.Eco.6.6-8,basic_html,"<p>Explain how changes in supply and demand cause changes in prices and quantities of goods and services, labor, credit, and foreign currencies.</p>",14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.6.6-8,TRUE
c3-d2-eco-7-6-8,D2.Eco.7.6-8,basic_html,<p>Analyze the role of innovation and entrepreneurship in a market economy.</p>,14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.7.6-8,TRUE
c3-d2-eco-8-6-8,D2.Eco.8.6-8,basic_html,<p>Explain how external benefits and costs influence market outcomes.</p>,14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.8.6-8,TRUE
c3-d2-eco-9-6-8,D2.Eco.9.6-8,basic_html,"<p>Describe the roles of institutions such as corporations, non-profits, and labor unions in a market economy.</p>",14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.9.6-8,TRUE
c3-d2-eco-10-6-8,D2.Eco.10.6-8,basic_html,<p>Explain the influence of changes in interest rates on borrowing and investing.</p>,14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.10.6-8,TRUE
c3-d2-eco-11-6-8,D2.Eco.11.6-8,basic_html,"<p>Use appropriate data to evaluate the state of employment, unemployment, inflation, total production, income, and economic growth in the economy.</p>",14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.11.6-8,TRUE
c3-d2-eco-12-6-8,D2.Eco.12.6-8,basic_html,"<p>Explain how inflation, deflation, and unemployment affect different groups.</p>",14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.12.6-8,TRUE
c3-d2-eco-13-6-8,D2.Eco.13.6-8,basic_html,<p>Explain why standards of living increase as productivity improves.</p>,14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.13.6-8,TRUE
c3-d2-eco-14-6-8,D2.Eco.14.6-8,basic_html,<p>Explain barriers to trade and how those barriers influence trade among nations.</p>,14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.14.6-8,TRUE
c3-d2-eco-15-6-8,D2.Eco.15.6-8,basic_html,"<p>Explain the benefits and the costs of trade policies to individuals, businesses, and society.</p>",14785,52024,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 6-8,D2.Eco.15.6-8,TRUE
c3-d2-eco-1-9-12,D2.Eco.1.9-12,basic_html,<p>Analyze how incentives influence choices that may result in policies with a range of costs and benefits for different groups.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.1.9-12,TRUE
c3-d2-eco-2-9-12,D2.Eco.2.9-12,basic_html,<p>Use marginal benefits and marginal costs to construct an argument for or against an approach or solution to an economic issue.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.2.9-12,TRUE
c3-d2-eco-3-9-12,D2.Eco.3.9-12,basic_html,<p>Analyze the ways in which incentives influence what is produced and distributed in a market system.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.3.9-12,TRUE
c3-d2-eco-4-9-12,D2.Eco.4.9-12,basic_html,<p>Evaluate the extent to which competition among sellers and among buyers exists in specific markets.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.4.9-12,TRUE
c3-d2-eco-5-9-12,D2.Eco.5.9-12,basic_html,<p>Describe the consequences of competition in specific markets.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.5.9-12,TRUE
c3-d2-eco-6-9-12,D2.Eco.6.9-12,basic_html,<p>Generate possible explanations for a government role in markets when market inefficiencies exist.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.6.9-12,TRUE
c3-d2-eco-7-9-12,D2.Eco.7.9-12,basic_html,<p>Use benefits and costs to evaluate the effectiveness of government policies to improve market outcomes. Begins in grades 3-5</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.7.9-12,TRUE
c3-d2-eco-8-9-12,D2.Eco.8.9-12,basic_html,"<p>Describe the possible consequences, both intended and unintended, of government policies to improve market outcomes.</p>",14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.8.9-12,TRUE
c3-d2-eco-9-9-12,D2.Eco.9.9-12,basic_html,"<p>Describe the roles of institutions such as clearly defined property rights and the rule of law in a market economy. TABLE 13: Suggested K-12 Pathway for College, Career, and Civic Readiness Dimension 2, Exchange and Markets Exchange and Markets People voluntarily exchange goods and services when both parties expect to gain as a result of the trade. Markets exist to facilitate the exchange of goods and services. When buyers and sellers interact in well-functioning, competitive markets, prices are determined that reflect the relative scarcity of the goods and services in the market. The principles of markets apply to markets for goods and services, labor, credit, foreign exchange, and others. Comparison of benefits and costs helps identify the circumstances under which government action in markets is in the best interest of society and when it is not. Indicators of Dimension 2—Exchange and Markets— are detailed in the suggested K-12 Pathway for College, Career, and Civic Readiness in Table 13.</p>",14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.9.9-12,TRUE
c3-d2-eco-10-9-12,D2.Eco.10.9-12,basic_html,"<p>Use current data to explain the influence of changes in spending, production, and the money supply on various economic conditions. Begins in grades 3–5</p>",14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.10.9-12,TRUE
c3-d2-eco-11-9-12,D2.Eco.11.9-12,basic_html,<p>Use economic indicators to analyze the current and future state of the economy.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.11.9-12,TRUE
c3-d2-eco-12-9-12,D2.Eco.12.9-12,basic_html,<p>Evaluate the selection of monetary and fiscal policies in a variety of economic conditions.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.12.9-12,TRUE
c3-d2-eco-13-9-12,D2.Eco.13.9-12,basic_html,"<p>Explain why advancements in technology and investments in capital goods and human capital increase economic growth and standards of living. The National Economy Changes in the amounts and qualities of human capital, physical capital, and natural resources influence current and future economic conditions and standards of living. All markets working together influence economic growth and fluctuations in well-being. Monetary and fiscal policies are often designed and used in attempts to moderate fluctuations and encourage growth under a wide variety of circumstances. Policies changing the growth in the money supply and overall levels of spending in the economy are aimed at reducing inflationary or deflationary pressures; increasing employment or decreasing unemployment levels; and increasing economic growth over time. Policies designed to achieve alternative goals often have unintended effects on levels of inflation, employment, and growth. Indicators of Dimension 2—The National Economy— are detailed in the suggested K-12 Pathway for College, Career, and Civic Readiness in Table 14.</p>",14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.13.9-12,TRUE
c3-d2-eco-14-9-12,D2.Eco.14.9-12,basic_html,<p>Analyze the role of comparative advantage in international trade of goods and services.</p>,14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.14.9-12,TRUE
c3-d2-eco-15-9-12,D2.Eco.15.9-12,basic_html,"<p>Explain how current globalization trends and policies affect economic growth, labor markets, rights of citizens, the environment, and resource and income distribution in different nations.</p>",14785,52025,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Economics,Grades 9-12,D2.Eco.15.9-12,TRUE
c3-d2-geo-1-k-2,D2.Geo.1.K-2,basic_html,"<p>Construct maps, graphs, and other representations of familiar places.</p>",14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.1.K-2,TRUE
c3-d2-geo-2-k-2,D2.Geo.2.K-2,basic_html,"<p>Use maps, graphs, photographs, and other representations to describe places and the relationships and interactions that shape them.</p>",14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.2.K-2,TRUE
c3-d2-geo-3-k-2,D2.Geo.3.K-2,basic_html,"<p>Use maps, globes, and other simple geographic models to identify cultural and environmental characteristics of places.</p>",14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.3.K-2,TRUE
c3-d2-geo-4-k-2,D2.Geo.4.K-2,basic_html,"<p>Explain how weather, climate, and other environmental characteristics affect people’s lives in a place or region.</p>",14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.4.K-2,TRUE
c3-d2-geo-5-k-2,D2.Geo.5.K-2,basic_html,<p>Describe how human activities affect the cultural and environmental characteristics of places or regions.</p>,14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.5.K-2,TRUE
c3-d2-geo-6-k-2,D2.Geo.6.K-2,basic_html,<p>Identify some cultural and environmental characteristics of specific places.</p>,14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.6.K-2,TRUE
c3-d2-geo-7-k-2,D2.Geo.7.K-2,basic_html,"<p>Explain why and how people, goods, and ideas move from place to place.</p>",14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.7.K-2,TRUE
c3-d2-geo-8-k-2,D2.Geo.8.K-2,basic_html,<p>Compare how people in different types of communities use local and distant environments to meet their daily needs.</p>,14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.8.K-2,TRUE
c3-d2-geo-9-k-2,D2.Geo.9.K-2,basic_html,<p>Describe the connections between the physical environment of a place and the economic activities found there.</p>,14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.9.K-2,TRUE
c3-d2-geo-10-k-2,D2.Geo.10.K-2,basic_html,<p>Describe changes in the physical and cultural characteristics of various world regions.</p>,14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.10.K-2,TRUE
c3-d2-geo-11-k-2,D2.Geo.11.K-2,basic_html,<p>Explain how the consumption of products connects people to distant places.</p>,14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.11.K-2,TRUE
c3-d2-geo-12-k-2,D2.Geo.12.K-2,basic_html,<p>Identify ways that a catastrophic disaster may affect people living in a place.</p>,14785,52027,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades K-2,D2.Geo.12.K-2,TRUE
c3-d2-geo-1-3-5,D2.Geo.1.3-5,basic_html,<p>Construct maps and other graphic representations of both familiar and unfamiliar places.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.1.3-5,TRUE
c3-d2-geo-2-3-5,D2.Geo.2.3-5,basic_html,"<p>Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions and their environmental characteristics.</p>",14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.2.3-5,TRUE
c3-d2-geo-3-3-5,D2.Geo.3.3-5,basic_html,<p>Use maps of different scales to describe the locations of cultural and environmental characteristics.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.3.3-5,TRUE
c3-d2-geo-4-3-5,D2.Geo.4.3-5,basic_html,<p>Explain how culture influences the way people modify and adapt to their environments.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.4.3-5,TRUE
c3-d2-geo-5-3-5,D2.Geo.5.3-5,basic_html,<p>Explain how the cultural and environmental characteristics of places change over time.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.5.3-5,TRUE
c3-d2-geo-6-3-5,D2.Geo.6.3-5,basic_html,<p>Describe how environmental and cultural characteristics influence population distribution in specific places or regions.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.6.3-5,TRUE
c3-d2-geo-7-3-5,D2.Geo.7.3-5,basic_html,"<p>Explain how cultural and environmental characteristics affect the distribution and movement of people, goods, and ideas.</p>",14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.7.3-5,TRUE
c3-d2-geo-8-3-5,D2.Geo.8.3-5,basic_html,<p>Explain how human settlements and movements relate to the locations and use of various natural resources.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.8.3-5,TRUE
c3-d2-geo-9-3-5,D2.Geo.9.3-5,basic_html,<p>Analyze the effects of catastrophic environmental and technological events on human settlements and migration.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.9.3-5,TRUE
c3-d2-geo-10-3-5,D2.Geo.10.3-5,basic_html,<p>Explain why environmental characteristics vary among different world regions.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.10.3-5,TRUE
c3-d2-geo-11-3-5,D2.Geo.11.3-5,basic_html,<p>Describe how the spatial patterns of economic activities in a place change over time because of interactions with nearby and distant places.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.11.3-5,TRUE
c3-d2-geo-12-3-5,D2.Geo.12.3-5,basic_html,<p>Explain how natural and human-made catastrophic events in one place affect people living in other places.</p>,14785,52028,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 3-5,D2.Geo.12.3-5,TRUE
c3-d2-geo-1-6-8,D2.Geo.1.6-8,basic_html,<p>Construct maps to represent and explain the spatial patterns of cultural and environmental characteristics.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.1.6-8,TRUE
c3-d2-geo-2-6-8,D2.Geo.2.6-8,basic_html,"<p>Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions, and changes in their environmental characteristics.</p>",14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.2.6-8,TRUE
c3-d2-geo-3-6-8,D2.Geo.3.6-8,basic_html,<p>Use paper based and electronic mapping and graphing techniques to represent and analyze spatial patterns of different environmental and cultural characteristics.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.3.6-8,TRUE
c3-d2-geo-4-6-8,D2.Geo.4.6-8,basic_html,<p>Explain how cultural patterns and economic decisions influence environments and the daily lives of people in both nearby and distant places.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.4.6-8,TRUE
c3-d2-geo-5-6-8,D2.Geo.5.6-8,basic_html,<p>Analyze the combinations of cultural and environmental characteristics that make places both similar to and different from other places.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.5.6-8,TRUE
c3-d2-geo-6-6-8,D2.Geo.6.6-8,basic_html,<p>Explain how the physical and human characteristics of places and regions are connected to human identities and cultures.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.6.6-8,TRUE
c3-d2-geo-7-6-8,D2.Geo.7.6-8,basic_html,<p>Explain how changes in transportation and communication technology influence the spatial connections among human settlements and affect the diffusion of ideas and cultural practices.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.7.6-8,TRUE
c3-d2-geo-8-6-8,D2.Geo.8.6-8,basic_html,<p>Analyze how relationships between humans and environments extend or contract spatial patterns of settlement and movement.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.8.6-8,TRUE
c3-d2-geo-9-6-8,D2.Geo.9.6-8,basic_html,<p>Evaluate the influences of long-term human-induced environmental change on spatial patterns of conflict and cooperation.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.9.6-8,TRUE
c3-d2-geo-10-6-8,D2.Geo.10.6-8,basic_html,<p>Analyze the ways in which cultural and environmental characteristics vary among various regions of the world.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.10.6-8,TRUE
c3-d2-geo-11-6-8,D2.Geo.11.6-8,basic_html,<p>Explain how the relationship between the environmental characteristics of places and production of goods influences the spatial patterns of world trade.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.11.6-8,TRUE
c3-d2-geo-12-6-8,D2.Geo.12.6-8,basic_html,<p>Explain how global changes in population distribution patterns affect changes in land use in particular places.</p>,14785,52029,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 6-8,D2.Geo.12.6-8,TRUE
c3-d2-geo-1-9-12,D2.Geo.1.9-12,basic_html,<p>Use geospatial and related technologies to create maps to display and explain the spatial patterns of cultural and environmental characteristics.</p>,14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.1.9-12,TRUE
c3-d2-geo-2-9-12,D2.Geo.2.9-12,basic_html,"<p>Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions and their political, cultural, and economic dynamics.</p>",14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.2.9-12,TRUE
c3-d2-geo-3-9-12,D2.Geo.3.9-12,basic_html,<p>Use geographic data to analyze variations in the spatial patterns of cultural and environmental characteristics at multiple scales.</p>,14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.3.9-12,TRUE
c3-d2-geo-4-9-12,D2.Geo.4.9-12,basic_html,<p>Analyze relationships and interactions within and between human and physical systems to explain reciprocal influences that occur among them.</p>,14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.4.9-12,TRUE
c3-d2-geo-5-9-12,D2.Geo.5.9-12,basic_html,<p>Evaluate how political and economic decisions throughout time have influenced cultural and environmental characteristics of various places and regions.</p>,14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.5.9-12,TRUE
c3-d2-geo-6-9-12,D2.Geo.6.9-12,basic_html,<p>Evaluate the impact of human settlement activities on the environmental and cultural characteristics of specific places and regions.</p>,14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.6.9-12,TRUE
c3-d2-geo-7-9-12,D2.Geo.7.9-12,basic_html,"<p>Analyze the reciprocal nature of how historical events and the spatial diffusion of ideas, technologies, and cultural practices have influenced migration patterns and the distribution of human population.</p>",14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.7.9-12,TRUE
c3-d2-geo-8-9-12,D2.Geo.8.9-12,basic_html,"<p>Evaluate the impact of economic activities and political decisions on spatial patterns within and among urban, suburban, and rural regions.</p>",14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.8.9-12,TRUE
c3-d2-geo-9-9-12,D2.Geo.9.9-12,basic_html,"<p>Evaluate the influence of long-term climate variability on human migration and settlement patterns, resource use, and land uses at local-to-global scales.</p>",14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.9.9-12,TRUE
c3-d2-geo-10-9-12,D2.Geo.10.9-12,basic_html,<p>Evaluate how changes in the environmental and cultural characteristics of a place or region influence spatial patterns of trade and land use.</p>,14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.10.9-12,TRUE
c3-d2-geo-11-9-12,D2.Geo.11.9-12,basic_html,<p>Evaluate how economic globalization and the expanding use of scarce resources contribute to conflict and cooperation within and among countries.</p>,14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.11.9-12,TRUE
c3-d2-geo-12-9-12,D2.Geo.12.9-12,basic_html,"<p>Evaluate the consequences of human-made and natural catastrophes on global trade, politics, and human migration.</p>",14785,52030,16470,Dimension 2: Applying Disciplinary Concepts and Tools,Geography,Grades 9-12,D2.Geo.12.9-12,TRUE
c3-d2-his-1-k-2,D2.His.1.K-2,basic_html,<p>Create a chronological sequence of multiple events.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.1.K-2,TRUE
c3-d2-his-2-k-2,D2.His.2.K-2,basic_html,<p>Compare life in the past to life today.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.2.K-2,TRUE
c3-d2-his-3-k-2,D2.His.3.K-2,basic_html,<p>Generate questions about individuals and groups who have shaped a significant historical change.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.3.K-2,TRUE
c3-d2-his-4-k-2,D2.His.4.K-2,basic_html,<p>Compare perspectives of people in the past to those of people in the present.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.4.K-2,TRUE
c3-d2-his-6-k-2,D2.His.6.K-2,basic_html,<p>Compare different accounts of the same historical event.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.6.K-2,TRUE
c3-d2-his-9-k-2,D2.His.9.K-2,basic_html,<p>Identify different kinds of historical sources.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.9.K-2,TRUE
c3-d2-his-10-k-2,D2.His.10.K-2,basic_html,<p>Explain how historical sources can be used to study the past.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.10.K-2,TRUE
c3-d2-his-11-k-2,D2.His.11.K-2,basic_html,"<p>Identify the maker, date, and place of origin for a historical source from information within the source itself.</p>",14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.11.K-2,TRUE
c3-d2-his-12-k-2,D2.His.12.K-2,basic_html,<p>Generate questions about a particular historical source as it relates to a particular historical event or development.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.12.K-2,TRUE
c3-d2-his-14-k-2,D2.His.14.K-2,basic_html,<p>Generate possible reasons for an event or development in the past.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.14.K-2,TRUE
c3-d2-his-16-k-2,D2.His.16.K-2,basic_html,<p>Select which reasons might be more likely than others to explain a historical event or development.</p>,14785,52032,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades K-2,D2.His.16.K-2,TRUE
c3-d2-his-1-3-5,D2.His.1.3-5,basic_html,<p>Create and use a chronological sequence of related events to compare developments that happened at the same time.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.1.3-5,TRUE
c3-d2-his-2-3-5,D2.His.2.3-5,basic_html,<p>Compare life in specific historical time periods to life today.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.2.3-5,TRUE
c3-d2-his-3-3-5,D2.His.3.3-5,basic_html,<p>Generate questions about individuals and groups who have shaped significant historical changes and continuities.</p>,14785,52033,16470,Dimension 2: Applying Disciplinary Concepts and Tools,History,Grades 3-5,D2.His.3.3-5,TRUE
