uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,field_dci,status
ngss-2-ess2-1,2-ESS2-1,basic_html,"<p>Compare multiple solutions designed to slow or prevent wind or water from changing the shape of the land.*</p>
<p><strong>Clarification Statement:</strong> Examples of solutions could include different designs of dikes and windbreaks to hold back wind and water, and different designs for using shrubs, grass, and trees to hold back the land. 2-ESS2-2. Develop a model to represent the shapes and kinds of land and bodies of water in an area.  [Assessment Boundary: Assessment does not include quantitative scaling in models. 2-ESS2-3. Obtain information to identify where water is found on Earth and that it can be solid or liquid. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education: Science and Engineering Practices Developing and Using Models Modeling in K–2 builds on prior experiences and progresses to include using and developing models (i.e., diagram, drawing, physical replica, diorama, dramatization, or storyboard) that represent concrete events or design solutions. ▪ Develop a model to represent patterns in the natural world. (2-ESS2-2) Constructing Explanations and Designing Solutions Constructing explanations and designing solutions in K–2 builds on prior experiences and progresses to the use of evidence and ideas in constructing evidence-based accounts of natural phenomena and designing solutions. ▪ Make observations from several sources to construct an evidence-based account for natural phenomena. (2-ESS1-1) ▪ Compare multiple solutions to a problem. (2-ESS2-1) Obtaining, Evaluating, and Communicating Information Obtaining, evaluating, and communicating information in K–2 builds on prior experiences and uses observations and texts to communicate new information. ▪ Obtain information using various texts, text features (e.g., headings, tables of contents, glossaries, electronic menus, icons), and other media that will be useful in answering a scientific question. (2-ESS2-3) Disciplinary Core Ideas ESS1.C:  The History of Planet Earth ▪ Some events happen very quickly; others occur very slowly, over a time period much longer than one can observe. (2-ESS1-1) ESS2.A:  Earth Materials and Systems ▪ Wind and water can change the shape of the land. (2- ESS2-1) ESS2.B:  Plate Tectonics and Large-Scale System Interactions ▪ Maps show where things are located. One can map the shapes and kinds of land and water in any area. (2-ESS2 2) ESS2.C:  The Roles of Water in Earth’s Surface Processes ▪ Water is found in the ocean, rivers, lakes, and ponds. Water exists as solid ice and in liquid form. (2-ESS2-3) ETS1.C:  Optimizing the Design Solution ▪ Because there is always more than one possible solution to a problem, it is useful to compare and test designs. (secondary to 2-ESS2-1) Crosscutting Concepts Patterns ▪ Patterns in the natural world can be observed. (2-ESS2-2),(2-ESS2-3) Stability and Change ▪ Things may change slowly or rapidly. (2- ESS1-1),(2-ESS2-1) -------------------------------------------------- Connections to Engineering, Technology, and Applications of Science Influence of Engineering, Technology, and Science on Society and the Natural World ▪ Developing and using technology has impacts on the natural world. (2-ESS2-1) -------------------------------------------------- Connections to Nature of Science Science Addresses Questions About the Natural and Material World ▪ Scientists study the natural and material world. (2-ESS2-1) Connections to other DCIs in second grade:  2.PS1.A (2-ESS2-3) Articulation of DCIs across grade-levels:  K.ETS1.A (2-ESS2-1); 3.LS2.C (2-ESS1-1); 4.ESS1.C (2-ESS1-1); 4.ESS2.A (2-ESS1-1),(2-ESS2-1); 4.ESS2.B (2-ESS2-2); 4.ETS1.A (2- ESS2-1); 4.ETS1.B (2-ESS2-1); 4.ETS1.C (2-ESS2-1); 5.ESS2.A (2-ESS2-1); 5.ESS2.C (2-ESS2-2),(2-ESS2-3) Common Core State Standards Connections: ELA/Literacy – RI.2.1 Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text. (2-ESS1-1) RI.2.3 Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text. (2-ESS1-1),(2-ESS2-1) RI.2.9 Compare and contrast the most important points presented by two texts on the same topic. (2-ESS2-1) W.2.6 With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers. (2-ESS1-1),(2-ESS2-3) W.2.7 Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations). (2-ESS1-1) W.2.8 Recall information from experiences or gather information from provided sources to answer a question. (2-ESS1-1),(2-ESS2-3) SL.2.2 Recount or describe key ideas or details from a text read aloud or information presented orally or through other media. (2-ESS1-1) SL.2.5 Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings. (2-ESS2-2) Mathematics – MP.2 Reason abstractly and quantitatively. (2-ESS2-1),(2-ESS2-1),(2-ESS2-2) MP.4 Model with mathematics. (2-ESS1-1),(2-ESS2-1),(2-ESS2-2) MP.5 Use appropriate tools strategically. (2-ESS2-1) 2.NBT.A Understand place value. (2-ESS1-1) 2.NBT.A.3 Read and write numbers to 1000 using base-ten numerals, number names, and expanded form. (2-ESS2-2) 2.MD.B.5 Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units, e.g., by using drawings (such as drawings of rulers) and equations with a symbol for the unknown number to represent the problem. (2-ESS2-1) September 2017 ©2013 Achieve, Inc. All rights reserved. 15 of 102</p>",14784,53026,16470,Grade 2,Earth’s Systems:  Processes that Shape the Earth,ESS2: Earth's Systems,2-ESS2-1,ESS2,TRUE
ngss-2-ess2-2,2-ESS2-2,basic_html,<p>Develop a model to represent the shapes and kinds of land and bodies of water in an area.  [Assessment Boundary: Assessment does not include quantitative scaling in models.]</p>,14784,53026,16470,Grade 2,Earth’s Systems:  Processes that Shape the Earth,ESS2: Earth's Systems,2-ESS2-2,ESS2,TRUE
ngss-2-ess2-3,2-ESS2-3,basic_html,<p>Obtain information to identify where water is found on Earth and that it can be solid or liquid.</p>,14784,53026,16470,Grade 2,Earth’s Systems:  Processes that Shape the Earth,ESS2: Earth's Systems,2-ESS2-3,ESS2,TRUE
ngss-3-ls2-1,3-LS2-1,basic_html,<p>Construct an argument that some animals form groups that help members survive.</p>,14784,53029,16470,Grade 3,Interdependent Relationships in Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",3-LS2-1,LS2,TRUE
ngss-3-ls4-1,3-LS4-1,basic_html,"<p>Analyze and interpret data from fossils to provide evidence of the organisms and the environments in which they lived long ago.  [Clarification Statement:  Examples of data could include type, size, and distributions of fossil organisms. Examples of fossils and environments could include marine fossils found on dry land, tropical plant fossils found in Arctic areas, and fossils of extinct organisms.] [Assessment Boundary:  Assessment does not include identification of specific fossils or present plants and animals. Assessment is limited to major fossil types and relative ages.]</p>",14784,53030,16470,Grade 3,Interdependent Relationships in Ecosystems,LS4: Biological Evolution: Unity and Diversity,3-LS4-1,LS4,TRUE
ngss-3-ls4-3,3-LS4-3,basic_html,"<p>Construct an argument with evidence that in a particular habitat some organisms can survive well, some survive less well, and some cannot survive at all.  [Clarification Statement:  Examples of evidence could include needs and characteristics of the organisms and habitats involved. The organisms and their habitat make up a system in which the parts depend on each other.]</p>",14784,53030,16470,Grade 3,Interdependent Relationships in Ecosystems,LS4: Biological Evolution: Unity and Diversity,3-LS4-3,LS4,TRUE
ngss-3-ls4-4,3-LS4-4,basic_html,"<p>Make a claim about the merit of a solution to a problem caused when the environment changes and the types of plants and animals that live there may change.*  [Clarification Statement:  Examples of environmental changes could include changes in land characteristics, water distribution, temperature, food, and other organisms.] [Assessment Boundary:  Assessment is limited to a single environmental change. Assessment does not include the greenhouse effect or climate change.]</p>",14784,53030,16470,Grade 3,Interdependent Relationships in Ecosystems,LS4: Biological Evolution: Unity and Diversity,3-LS4-4,LS4,TRUE
ngss-3-ls1-1,3-LS1-1,basic_html,"<p>Develop models to describe that organisms have unique and diverse life cycles but all have in common birth, growth, reproduction, and death.  [Clarification Statement:  Changes organisms go through during their life form a pattern.] [Assessment Boundary: Assessment of plant life cycles is limited to those of flowering plants. Assessment does not include details of human reproduction.]</p>",14784,53032,16470,Grade 3,Inheritance and Variation of Traits:  Life Cycles and Traits,LS1: From Molecules to Organisms: Structures and Processes,3-LS1-1,LS1,TRUE
ngss-3-ls3-1,3-LS3-1,basic_html,"<p>Analyze and interpret data to provide evidence that plants and animals have traits inherited from parents and that variation of these traits exists in a group of similar organisms.  [Clarification Statement:  Patterns are the similarities and differences in traits shared between offspring and their parents, or among siblings. Emphasis is on organisms other than humans.] [Assessment Boundary:  Assessment does not include genetic mechanisms of inheritance and prediction of traits. Assessment is limited to non-human examples.]</p>",14784,53033,16470,Grade 3,Inheritance and Variation of Traits:  Life Cycles and Traits,LS3: Heredity: Inheritance and Variation of Traits,3-LS3-1,LS3,TRUE
ngss-3-ls3-2,3-LS3-2,basic_html,"<p>Use evidence to support the explanation that traits can be influenced by the environment.  [Clarification Statement:  Examples of the environment affecting a trait could include normally tall plants grown with insufficient water are stunted; and, a pet dog that is given too much food and little exercise may become overweight.]</p>",14784,53033,16470,Grade 3,Inheritance and Variation of Traits:  Life Cycles and Traits,LS3: Heredity: Inheritance and Variation of Traits,3-LS3-2,LS3,TRUE
ngss-3-ls4-2,3-LS4-2,basic_html,"<p>Use evidence to construct an explanation for how the variations in characteristics among individuals of the same species may provide advantages in surviving, finding mates, and reproducing.  [Clarification Statement:  Examples of cause and effect relationships could be plants that have larger thorns than other plants may be less likely to be eaten by predators; and, animals that have better camouflage coloration than other animals may be more likely to survive and therefore more likely to leave offspring.]</p>",14784,53034,16470,Grade 3,Inheritance and Variation of Traits:  Life Cycles and Traits,LS4: Biological Evolution: Unity and Diversity,3-LS4-2,LS4,TRUE
ngss-3-ess2-1,3-ESS2-1,basic_html,"<p>Represent data in tables and graphical displays to describe typical weather conditions expected during a particular season.  [Clarification Statement:  Examples of data could include average temperature, precipitation, and wind direction.] [Assessment Boundary: Assessment of graphical displays is limited to pictographs and bar graphs. Assessment does not include climate change.]</p>
<p><strong>Clarification Statement:</strong> Examples of design solutions to weather-related hazards could include barriers to prevent flooding, wind resistant roofs, and lightning rods. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53036,16470,Grade 3,Weather and Climate,ESS2: Earth's Systems,3-ESS2-1,ESS2,TRUE
ngss-3-ess2-2,3-ESS2-2,basic_html,"<p>Obtain and combine information to describe climates in different regions of the world.</p>
<p><strong>Clarification Statement:</strong> Examples of design solutions to weather-related hazards could include barriers to prevent flooding, wind resistant roofs, and lightning rods. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53036,16470,Grade 3,Weather and Climate,ESS2: Earth's Systems,3-ESS2-2,ESS2,TRUE
ngss-3-ess3-1,3-ESS3-1,basic_html,"<p>Make a claim about the merit of a design solution that reduces the impacts of a weather-related hazard.*</p>
<p><strong>Clarification Statement:</strong> Examples of design solutions to weather-related hazards could include barriers to prevent flooding, wind resistant roofs, and lightning rods. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53037,16470,Grade 3,Weather and Climate,ESS3: Earth and Human Activity,3-ESS3-1,ESS3,TRUE
ngss-4-ess3-1,4-ESS3-1,basic_html,"<p>Obtain and combine information to describe that energy and fuels are derived from natural resources and that their uses affect the environment.  [Clarification Statement:  Examples of renewable energy resources could include wind energy, water behind dams, and sunlight; non-renewable energy resources are fossil fuels and fissile materials. Examples of environmental effects could include loss of habitat due to dams, loss of habitat due to surface mining, and air pollution from burning of fossil fuels.]</p>",14784,53040,16470,Grade 4,Energy,ESS3: Earth and Human Activity,4-ESS3-1,ESS3,TRUE
ngss-4-ps4-1,4-PS4-1,basic_html,"<p>Develop a model of waves to describe patterns in terms of amplitude and wavelength and that waves can cause objects to move.  [Clarification Statement:  Examples of models could include diagrams, analogies, and physical models using wire to illustrate wavelength and amplitude of waves.] [Assessment Boundary:  Assessment does not include interference effects, electromagnetic waves, non-periodic waves, or quantitative models of amplitude and wavelength.]</p>",14784,53042,16470,Grade 4,Waves:  Waves and Information,PS4: Waves and Their Applications in Technologies for Information Transfer,4-PS4-1,PS4,TRUE
ngss-4-ps4-3,4-PS4-3,basic_html,"<p>Generate and compare multiple solutions that use patterns to transfer information.*  [Clarification Statement:  Examples of solutions could include drums sending coded information through sound waves, using a grid of 1’s and 0’s representing black and white to send information about a picture, and using Morse code to send text.]</p>",14784,53042,16470,Grade 4,Waves:  Waves and Information,PS4: Waves and Their Applications in Technologies for Information Transfer,4-PS4-3,PS4,TRUE
ngss-4-ps4-2,4-PS4-2,basic_html,"<p>Develop a model to describe that light reflecting from objects and entering the eye allows objects to be seen.</p>
<p><strong>Assessment Boundary:</strong> Assessment does not include knowledge of specific colors reflected and seen, the cellular mechanisms of vision, or how the retina works. 4-LS1-1. Construct an argument that plants and animals have internal and external structures that function to support survival, growth, behavior, and reproduction.  [Clarification Statement:  Examples of structures could include thorns, stems, roots, colored petals, heart, stomach, lung, brain, and skin.   Assessment is limited to macroscopic structures within plant and animal systems. 4-LS1-2. Use a model to describe that animals receive different types of information through their senses, process the information in their brain, and respond to the information in different ways.  [Clarification Statement:  Emphasis is on systems of information transfer.     Assessment does not include the mechanisms by which the brain stores and recalls information or the mechanisms of how sensory receptors function. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53044,16470,Grade 4,"Structure, Function, and Information Processing",PS4: Waves and Their Applications in Technologies for Information Transfer,4-PS4-2,PS4,TRUE
ngss-4-ls1-1,4-LS1-1,basic_html,"<p>Construct an argument that plants and animals have internal and external structures that function to support survival, growth, behavior, and reproduction.  [Clarification Statement:  Examples of structures could include thorns, stems, roots, colored petals, heart, stomach, lung, brain, and skin.] [Assessment Boundary:  Assessment is limited to macroscopic structures within plant and animal systems.]</p>",14784,53045,16470,Grade 4,"Structure, Function, and Information Processing",LS1: From Molecules to Organisms: Structures and Processes,4-LS1-1,LS1,TRUE
ngss-4-ls1-2,4-LS1-2,basic_html,"<p>Use a model to describe that animals receive different types of information through their senses, process the information in their brain, and respond to the information in different ways.  [Clarification Statement:  Emphasis is on systems of information transfer.  ] [Assessment Boundary:  Assessment does not include the mechanisms by which the brain stores and recalls information or the mechanisms of how sensory receptors function.]</p>",14784,53045,16470,Grade 4,"Structure, Function, and Information Processing",LS1: From Molecules to Organisms: Structures and Processes,4-LS1-2,LS1,TRUE
ngss-4-ess1-1,4-ESS1-1,basic_html,"<p>Identify evidence from patterns in rock formations and fossils in rock layers to support an explanation for changes in a landscape over time.  [Clarification Statement:  Examples of evidence from patterns could include rock layers with marine shell fossils above rock layers with plant fossils and no shells, indicating a change from land to water over time; and, a canyon with different rock layers in the walls and a river in the bottom, indicating that over time a river cut through the rock.] [Assessment Boundary:  Assessment does not include specific knowledge of the mechanism of rock formation or memorization of specific rock formations and layers. Assessment is limited to relative time.]</p>",14784,53047,16470,Grade 4,Earth’s Systems: Processes that Shape the Earth,ESS1: Earth's Place in the Universe,4-ESS1-1,ESS1,TRUE
ngss-4-ess2-1,4-ESS2-1,basic_html,"<p>Make observations and/or measurements to provide evidence of the effects of weathering or the rate of erosion by water, ice, wind, or vegetation.  [Clarification Statement:  Examples of variables to test could include angle of slope in the downhill movement of water, amount of vegetation, speed of wind, relative rate of deposition, cycles of freezing and thawing of water, cycles of heating and cooling, and volume of water flow.] [Assessment Boundary:  Assessment is limited to a single form of weathering or erosion.]</p>",14784,53048,16470,Grade 4,Earth’s Systems: Processes that Shape the Earth,ESS2: Earth's Systems,4-ESS2-1,ESS2,TRUE
ngss-4-ess2-2,4-ESS2-2,basic_html,"<p>Analyze and interpret data from maps to describe patterns of Earth’s features.  [Clarification Statement:  Maps can include topographic maps of Earth’s land and ocean floor, as well as maps of the locations of mountains, continental boundaries, volcanoes, and earthquakes.]</p>",14784,53048,16470,Grade 4,Earth’s Systems: Processes that Shape the Earth,ESS2: Earth's Systems,4-ESS2-2,ESS2,TRUE
ngss-4-ess3-2,4-ESS3-2,basic_html,"<p>Generate and compare multiple solutions to reduce the impacts of natural Earth processes on humans.*  [Clarification Statement:  Examples of solutions could include designing an earthquake resistant building and improving monitoring of volcanic activity.] [Assessment Boundary: Assessment is limited to earthquakes, floods, tsunamis, and volcanic eruptions.]</p>",14784,53049,16470,Grade 4,Earth’s Systems: Processes that Shape the Earth,ESS3: Earth and Human Activity,4-ESS3-2,ESS3,TRUE
ngss-5-ps1-1,5-PS1-1,basic_html,"<p>Develop a model to describe that matter is made of particles too small to be seen.  [Clarification Statement:  Examples of evidence supporting a model could include adding air to expand a basketball, compressing air in a syringe, dissolving sugar in water, and evaporating salt water.]</p>
<p><strong>Assessment Boundary:</strong> Assessment does not include the atomic-scale mechanism of evaporation and condensation or defining the unseen particles. 5-PS1-2. Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved.  [Clarification Statement:  Examples of reactions or changes could include phase changes, dissolving, and mixing that form new substances.   Assessment does not include distinguishing mass and weight. 5-PS1-3. Make observations and measurements to identify materials based on their properties.  [Clarification Statement:  Examples of materials to be identified could include baking soda and other powders, metals, minerals, and liquids. Examples of properties could include color, hardness, reflectivity, electrical conductivity, thermal conductivity, response to magnetic forces, and solubility; density is not intended as an identifiable property.   Assessment does not include density or distinguishing mass and weight. 5-PS1-4. Conduct an investigation to determine whether the mixing of two or more substances results in new substances. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53052,16470,Grade 5,Structure and Properties of Matter,PS1: Matter and Its Interactions,5-PS1-1,PS1,TRUE
ngss-5-ps1-2,5-PS1-2,basic_html,"<p>Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved.  [Clarification Statement:  Examples of reactions or changes could include phase changes, dissolving, and mixing that form new substances.] [Assessment Boundary:  Assessment does not include distinguishing mass and weight.]</p>",14784,53052,16470,Grade 5,Structure and Properties of Matter,PS1: Matter and Its Interactions,5-PS1-2,PS1,TRUE
ngss-5-ps1-3,5-PS1-3,basic_html,"<p>Make observations and measurements to identify materials based on their properties.  [Clarification Statement:  Examples of materials to be identified could include baking soda and other powders, metals, minerals, and liquids. Examples of properties could include color, hardness, reflectivity, electrical conductivity, thermal conductivity, response to magnetic forces, and solubility; density is not intended as an identifiable property.] [Assessment Boundary:  Assessment does not include density or distinguishing mass and weight.]</p>",14784,53052,16470,Grade 5,Structure and Properties of Matter,PS1: Matter and Its Interactions,5-PS1-3,PS1,TRUE
ngss-5-ps1-4,5-PS1-4,basic_html,<p>Conduct an investigation to determine whether the mixing of two or more substances results in new substances.</p>,14784,53052,16470,Grade 5,Structure and Properties of Matter,PS1: Matter and Its Interactions,5-PS1-4,PS1,TRUE
ngss-5-ps3-1,5-PS3-1,basic_html,"<p>Use models to describe that energy in animals’ food (used for body repair, growth, motion, and to maintain body warmth) was once energy from the sun.  [Clarification Statement:  Examples of models could include diagrams, and flow charts.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on the idea that matter that is not food (air, water, decomposed materials in soil) is changed by plants into matter that is food. Examples of systems could include organisms, ecosystems, and the Earth. [Assessment Boundary:  Assessment does not include molecular explanations. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53054,16470,Grade 5,Matter and Energy in Organisms and Ecosystems,PS3: Energy,5-PS3-1,PS3,TRUE
ngss-5-ls1-1,5-LS1-1,basic_html,"<p>Support an argument that plants get the materials they need for growth chiefly from air and water.  [Clarification Statement:  Emphasis is on the idea that plant matter comes mostly from air and water, not from the soil.]</p>
<p><strong>Clarification Statement:</strong> Emphasis is on the idea that matter that is not food (air, water, decomposed materials in soil) is changed by plants into matter that is food. Examples of systems could include organisms, ecosystems, and the Earth. [Assessment Boundary:  Assessment does not include molecular explanations. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53055,16470,Grade 5,Matter and Energy in Organisms and Ecosystems,LS1: From Molecules to Organisms: Structures and Processes,5-LS1-1,LS1,TRUE
ngss-5-ls2-1,5-LS2-1,basic_html,"<p>Develop a model to describe the movement of matter among plants, animals, decomposers, and the environment.</p>
<p><strong>Clarification Statement:</strong> Emphasis is on the idea that matter that is not food (air, water, decomposed materials in soil) is changed by plants into matter that is food. Examples of systems could include organisms, ecosystems, and the Earth. [Assessment Boundary:  Assessment does not include molecular explanations. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53056,16470,Grade 5,Matter and Energy in Organisms and Ecosystems,"LS2: Ecosystems: Interactions, Energy, and Dynamics",5-LS2-1,LS2,TRUE
ngss-5-ess2-1,5-ESS2-1,basic_html,"<p>Develop a model using an example to describe ways the geosphere, biosphere, hydrosphere, and/or atmosphere interact.  [Clarification Statement:  Examples could include the influence of the ocean on ecosystems, landform shape, and climate; the influence of the atmosphere on landforms and ecosystems through weather and climate; and the influence of mountain ranges on winds and clouds in the atmosphere. The geosphere, hydrosphere, atmosphere, and biosphere are each a system.] [Assessment Boundary:  Assessment is limited to the interactions of two systems at a time.]</p>",14784,53058,16470,Grade 5,Earth’s Systems,ESS2: Earth's Systems,5-ESS2-1,ESS2,TRUE
ngss-5-ess2-2,5-ESS2-2,basic_html,"<p>Describe and graph the amounts of salt water and fresh water in various reservoirs to provide evidence about the distribution of water on Earth.  [Assessment Boundary:  Assessment is limited to oceans, lakes, rivers, glaciers, ground water, and polar ice caps, and does not include the atmosphere.]</p>",14784,53058,16470,Grade 5,Earth’s Systems,ESS2: Earth's Systems,5-ESS2-2,ESS2,TRUE
ngss-5-ess3-1,5-ESS3-1,basic_html,<p>Obtain and combine information about ways individual communities use science ideas to protect the Earth’s resources and environment.</p>,14784,53059,16470,Grade 5,Earth’s Systems,ESS3: Earth and Human Activity,5-ESS3-1,ESS3,TRUE
ngss-5-ess1-1,5-ESS1-1,basic_html,"<p>Support an argument that differences in the apparent brightness of the sun compared to other stars is due to their relative distances from Earth.  [Assessment Boundary:  Assessment is limited to relative distances, not sizes, of stars. Assessment does not include other factors that affect apparent brightness (such as stellar masses, age, stage).]</p>",14784,53061,16470,Grade 5,Space Systems:  Stars and the Solar System,ESS1: Earth's Place in the Universe,5-ESS1-1,ESS1,TRUE
ngss-5-ess1-2,5-ESS1-2,basic_html,"<p>Represent data in graphical displays to reveal patterns of daily changes in length and direction of shadows, day and night, and the seasonal appearance of some stars in the night sky.  [Clarification Statement:  Examples of patterns could include the position and motion of Earth with respect to the sun and selected stars that are visible only in particular months.] [Assessment Boundary:  Assessment does not include causes of seasons.]</p>",14784,53061,16470,Grade 5,Space Systems:  Stars and the Solar System,ESS1: Earth's Place in the Universe,5-ESS1-2,ESS1,TRUE
ngss-ms-ps1-1,MS-PS1-1,basic_html,"<p>Develop models to describe the atomic composition of simple molecules and extended structures.  [Clarification Statement:  Emphasis is on developing models of molecules that vary in complexity. Examples of simple molecules could include ammonia and methanol. Examples of extended structures could include sodium chloride or diamonds. Examples of molecular-level models could include drawings, 3D ball and stick structures, or computer representations showing different molecules with different types of atoms.] [Assessment Boundary:  Assessment does not include valence electrons and bonding energy, discussing the ionic nature of subunits of complex structures, or a complete depiction of all individual atoms in a complex molecule or extended structure.]</p>",14784,53064,16470,Middle School,Structure and Properties of Matter,PS1: Matter and Its Interactions,MS-PS1-1,PS1,TRUE
ngss-ms-ps1-3,MS-PS1-3,basic_html,"<p>Gather and make sense of information to describe that synthetic materials come from natural resources and impact society.  [Clarification Statement:  Emphasis is on natural resources that undergo a chemical process to form the synthetic material. Examples of new materials could include new medicine, foods, and alternative fuels.] [Assessment Boundary:  Assessment is limited to qualitative information.]</p>",14784,53064,16470,Middle School,Structure and Properties of Matter,PS1: Matter and Its Interactions,MS-PS1-3,PS1,TRUE
ngss-ms-ps1-4,MS-PS1-4,basic_html,"<p>Develop a model that predicts and describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed.  [Clarification Statement:  Emphasis is on qualitative molecular-level models of solids, liquids, and gases to show that adding or removing thermal energy increases or decreases kinetic energy of the particles until a change of state occurs. Examples of models could include drawings and diagrams. Examples of particles could include molecules or inert atoms. Examples of pure substances could include water, carbon dioxide, and helium.]</p>",14784,53064,16470,Middle School,Structure and Properties of Matter,PS1: Matter and Its Interactions,MS-PS1-4,PS1,TRUE
ngss-ms-ps1-2,MS-PS1-2,basic_html,"<p>Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.  [Clarification Statement:  Examples of reactions could include burning sugar or steel wool, fat reacting with sodium hydroxide, and mixing zinc with hydrogen chloride.] [Assessment Boundary:  Assessment is limited to analysis of the following properties:  density, melting point, boiling point, solubility, flammability, and odor.]</p>",14784,53066,16470,Middle School,Chemical Reactions,PS1: Matter and Its Interactions,MS-PS1-2,PS1,TRUE
ngss-ms-ps1-5,MS-PS1-5,basic_html,"<p>Develop and use a model to describe how the total number of atoms does not change in a chemical reaction and thus mass is conserved.  [Clarification Statement:  Emphasis is on law of conservation of matter and on physical models or drawings, including digital forms, that represent atoms.] [Assessment Boundary:  Assessment does not include the use of atomic masses, balancing symbolic equations, or intermolecular forces.]</p>",14784,53066,16470,Middle School,Chemical Reactions,PS1: Matter and Its Interactions,MS-PS1-5,PS1,TRUE
ngss-ms-ps1-6,MS-PS1-6,basic_html,"<p>Undertake a design project to construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes.*  [Clarification Statement:  Emphasis is on the design, controlling the transfer of energy to the environment, and modification of a device using factors such as type and concentration of a substance. Examples of designs could involve chemical reactions such as dissolving ammonium chloride or calcium chloride.] [Assessment Boundary:  Assessment is limited to the criteria of amount, time, and temperature of substance in testing the device.]</p>",14784,53066,16470,Middle School,Chemical Reactions,PS1: Matter and Its Interactions,MS-PS1-6,PS1,TRUE
ngss-ms-ps3-1,MS-PS3-1,basic_html,"<p>Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and to the speed of an object.  [Clarification Statement:  Emphasis is on descriptive relationships between kinetic energy and mass separately from kinetic energy and speed. Examples could include riding a bicycle at different speeds, rolling different sizes of rocks downhill, and getting hit by a wiffle ball versus a tennis ball.]</p>",14784,53068,16470,Middle School,Energy,PS3: Energy,MS-PS3-1,PS3,TRUE
ngss-ms-ps3-2,MS-PS3-2,basic_html,"<p>Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system.  [Clarification Statement:  Emphasis is on relative amounts of potential energy, not on calculations of potential energy. Examples of objects within systems interacting at varying distances could include: the Earth and either a roller coaster cart at varying positions on a hill or objects at varying heights on shelves, changing the direction/orientation of a magnet, and a balloon with static electrical charge being brought closer to a classmate’s hair. Examples of models could include representations, diagrams, pictures, and written descriptions of systems.] [Assessment Boundary: Assessment is limited to two objects and electric, magnetic, and gravitational interactions.]</p>
<p><strong>Clarification Statement:</strong> Examples of experiments could include comparing final water temperatures after different masses of ice melted in the same volume of water with the same initial temperature, the temperature change of samples of different materials with the same mass as they cool or heat in the environment, or the same material with different masses when a specific amount of energy is added. [Assessment Boundary:  Assessment does not include calculating the total amount of thermal energy transferred. MS-PS3-5. Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object.    Examples of empirical evidence used in arguments could include an inventory or other representation of the energy before and after the transfer in the form of temperature changes or motion of object. [Assessment Boundary: Assessment does not include calculations of energy. The performance expectations above were developed using the following elements from the NRC document A Framework for K-12 Science Education:</p>",14784,53068,16470,Middle School,Energy,PS3: Energy,MS-PS3-2,PS3,TRUE
