uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
mathcc-3-nf-2,CCSS.Math.Content.3.NF.2,basic_html,<p>Understand a fraction as a number on the number line; represent fractions on a number line diagram.</p>,14783,51045,16470,Grade 3,Number and Operations—Fractions5,Develop understanding of fractions as numbers.,3.NF.2,TRUE
mathcc-3-nf-3,CCSS.Math.Content.3.NF.3,basic_html,"<p>Explain equivalence of fractions in special cases, and compare fractions by reasoning about their size.</p>",14783,51046,16470,Grade 3,Number and Operations—Fractions5,a/b and that its endpoint locates the number a/b on the number line.,3.NF.3,TRUE
mathcc-3-md-1,CCSS.Math.Content.3.MD.1,basic_html,"<p>Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram. 4A range of algorithms may be used. 5Grade 3 expectations in this domain are limited to fractions with denominators 2, 3, 4, 6, and 8.</p>",14783,51048,16470,Grade 3,Measurement and Data,"Solve problems involving measurement and estimation of intervals of time, liquid volumes, and masses",3.MD.1,TRUE
mathcc-3-md-2,CCSS.Math.Content.3.MD.2,basic_html,"<p>Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l).6 Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem.7 Represent and interpret data.</p>",14783,51048,16470,Grade 3,Measurement and Data,"Solve problems involving measurement and estimation of intervals of time, liquid volumes, and masses",3.MD.2,TRUE
mathcc-3-md-3,CCSS.Math.Content.3.MD.3,basic_html,"<p>Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step “how many more” and “how many less” problems using information presented in scaled bar graphs. For example, draw a bar graph in which each square in the bar graph might represent 5 pets.</p>",14783,51048,16470,Grade 3,Measurement and Data,"Solve problems involving measurement and estimation of intervals of time, liquid volumes, and masses",3.MD.3,TRUE
mathcc-3-md-4,CCSS.Math.Content.3.MD.4,basic_html,"<p>Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate units— whole numbers, halves, or quarters. Geometric measurement: understand concepts of area and relate area to multiplication and to addition.</p>",14783,51048,16470,Grade 3,Measurement and Data,"Solve problems involving measurement and estimation of intervals of time, liquid volumes, and masses",3.MD.4,TRUE
mathcc-3-md-5,CCSS.Math.Content.3.MD.5,basic_html,<p>Recognize area as an attribute of plane figures and understand concepts of area measurement.</p>,14783,51048,16470,Grade 3,Measurement and Data,"Solve problems involving measurement and estimation of intervals of time, liquid volumes, and masses",3.MD.5,TRUE
mathcc-3-md-6,CCSS.Math.Content.3.MD.6,basic_html,"<p>Measure areas by counting unit squares (square cm, square m, square in, square ft, and improvised units).</p>",14783,51049,16470,Grade 3,Measurement and Data,n unit squares is said to have an area of n square units.,3.MD.6,TRUE
mathcc-3-md-7,CCSS.Math.Content.3.MD.7,basic_html,<p>Relate area to the operations of multiplication and addition.</p>,14783,51049,16470,Grade 3,Measurement and Data,n unit squares is said to have an area of n square units.,3.MD.7,TRUE
mathcc-3-md-8,CCSS.Math.Content.3.MD.8,basic_html,"<p>Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters. 6Excludes compound units such as cm3 and finding the geometric volume of a container. 7Excludes multiplicative comparison problems (problems involving notions of “times as much”; see Glossary, Table 2).</p>",14783,51050,16470,Grade 3,Measurement and Data,plane figures and distinguish between linear and area measures.,3.MD.8,TRUE
mathcc-3-g-1,CCSS.Math.Content.3.G.1,basic_html,"<p>Understand that shapes in different categories (e.g., rhombuses, rectangles, and others) may share attributes (e.g., having four sides), and that the shared attributes can define a larger category (e.g., quadrilaterals). Recognize rhombuses, rectangles, and squares as examples of quadrilaterals, and draw examples of quadrilaterals that do not belong to any of these subcategories.</p>",14783,51052,16470,Grade 3,Geometry,Reason with shapes and their attributes.,3.G.1,TRUE
mathcc-3-g-2,CCSS.Math.Content.3.G.2,basic_html,"<p>Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole. For example, partition a shape into 4 parts with equal area, and describe the area of each part as 1/4 of the area of the shape.</p>",14783,51052,16470,Grade 3,Geometry,Reason with shapes and their attributes.,3.G.2,TRUE
mathcc-3-g-2,CCSS.Math.Content.3.G.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51053,16470,Grade 3,Geometry,Make sense of problems and persevere in solving them.,3.G.2,TRUE
mathcc-3-g-3,CCSS.Math.Content.3.G.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51053,16470,Grade 3,Geometry,Make sense of problems and persevere in solving them.,3.G.3,TRUE
mathcc-3-g-4,CCSS.Math.Content.3.G.4,basic_html,<p>Model with mathematics.</p>,14783,51053,16470,Grade 3,Geometry,Make sense of problems and persevere in solving them.,3.G.4,TRUE
mathcc-3-g-5,CCSS.Math.Content.3.G.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51053,16470,Grade 3,Geometry,Make sense of problems and persevere in solving them.,3.G.5,TRUE
mathcc-3-g-6,CCSS.Math.Content.3.G.6,basic_html,<p>Attend to precision.</p>,14783,51053,16470,Grade 3,Geometry,Make sense of problems and persevere in solving them.,3.G.6,TRUE
mathcc-3-g-7,CCSS.Math.Content.3.G.7,basic_html,<p>Look for and make use of structure.</p>,14783,51053,16470,Grade 3,Geometry,Make sense of problems and persevere in solving them.,3.G.7,TRUE
mathcc-3-g-8,CCSS.Math.Content.3.G.8,basic_html,<p>Look for and express regularity in repeated reasoning.</p>,14783,51053,16470,Grade 3,Geometry,Make sense of problems and persevere in solving them.,3.G.8,TRUE
mathcc-4-oa-1,CCSS.Math.Content.4.OA.1,basic_html,"<p>Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.</p>",14783,51056,16470,Grade 4,Operations and Algebraic Thinking,Use the four operations with whole numbers to solve problems.,4.OA.1,TRUE
mathcc-4-oa-2,CCSS.Math.Content.4.OA.2,basic_html,"<p>Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.1</p>",14783,51056,16470,Grade 4,Operations and Algebraic Thinking,Use the four operations with whole numbers to solve problems.,4.OA.2,TRUE
mathcc-4-oa-3,CCSS.Math.Content.4.OA.3,basic_html,"<p>Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. Gain familiarity with factors and multiples.</p>",14783,51056,16470,Grade 4,Operations and Algebraic Thinking,Use the four operations with whole numbers to solve problems.,4.OA.3,TRUE
mathcc-4-oa-4,CCSS.Math.Content.4.OA.4,basic_html,<p>Find all factor pairs for a whole number in the range 1–100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1–100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1–100 is prime or composite. Generate and analyze patterns.</p>,14783,51056,16470,Grade 4,Operations and Algebraic Thinking,Use the four operations with whole numbers to solve problems.,4.OA.4,TRUE
mathcc-4-oa-5,CCSS.Math.Content.4.OA.5,basic_html,"<p>Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself. For example, given the rule “Add 3” and the starting number 1, generate terms in the resulting sequence and observe that the terms appear to alternate between odd and even numbers. Explain informally why the numbers will continue to alternate in this way.</p>",14783,51056,16470,Grade 4,Operations and Algebraic Thinking,Use the four operations with whole numbers to solve problems.,4.OA.5,TRUE
mathcc-4-nbt-1,CCSS.Math.Content.4.NBT.1,basic_html,"<p>Recognize that in a multi-digit whole number, a digit in one place represents ten times what it represents in the place to its right. For example, recognize that 700 ÷ 70 = 10 by applying concepts of place value and division.</p>",14783,51058,16470,Grade 4,Number and Operations in Base Ten2,Generalize place value understanding for multi-digit whole numbers.,4.NBT.1,TRUE
mathcc-4-nbt-2,CCSS.Math.Content.4.NBT.2,basic_html,"<p>Read and write multi-digit whole numbers using base-ten numerals, number names, and expanded form. Compare two multi-digit numbers based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons.</p>",14783,51058,16470,Grade 4,Number and Operations in Base Ten2,Generalize place value understanding for multi-digit whole numbers.,4.NBT.2,TRUE
mathcc-4-nbt-3,CCSS.Math.Content.4.NBT.3,basic_html,<p>Use place value understanding to round multi-digit whole numbers to any place. Use place value understanding and properties of operations to perform multi-digit arithmetic.</p>,14783,51058,16470,Grade 4,Number and Operations in Base Ten2,Generalize place value understanding for multi-digit whole numbers.,4.NBT.3,TRUE
mathcc-4-nbt-4,CCSS.Math.Content.4.NBT.4,basic_html,<p>Fluently add and subtract multi-digit whole numbers using the standard algorithm.</p>,14783,51058,16470,Grade 4,Number and Operations in Base Ten2,Generalize place value understanding for multi-digit whole numbers.,4.NBT.4,TRUE
mathcc-4-nbt-5,CCSS.Math.Content.4.NBT.5,basic_html,"<p>Multiply a whole number of up to four digits by a one-digit whole number, and multiply two two-digit numbers, using strategies based on place value and the properties of operations. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models. 1See Glossary, Table 2. 2Grade 4 expectations in this domain are limited to whole numbers less than or equal to 1,000,000.</p>",14783,51058,16470,Grade 4,Number and Operations in Base Ten2,Generalize place value understanding for multi-digit whole numbers.,4.NBT.5,TRUE
mathcc-4-nbt-6,CCSS.Math.Content.4.NBT.6,basic_html,"<p>Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.</p>",14783,51058,16470,Grade 4,Number and Operations in Base Ten2,Generalize place value understanding for multi-digit whole numbers.,4.NBT.6,TRUE
mathcc-4-nf-1,CCSS.Math.Content.4.NF.1,basic_html,"<p>Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.</p>",14783,51060,16470,Grade 4,Number and Operations—Fractions3,Extend understanding of fraction equivalence and ordering.,4.NF.1,TRUE
mathcc-4-nf-2,CCSS.Math.Content.4.NF.2,basic_html,"<p>Compare two fractions with different numerators and different denominators, e.g., by creating common denominators or numerators, or by comparing to a benchmark fraction such as 1/2. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with symbols >, =, or <, and justify the conclusions, e.g., by using a visual fraction model. Build fractions from unit fractions by applying and extending previous understandings of operations on whole numbers.</p>",14783,51060,16470,Grade 4,Number and Operations—Fractions3,Extend understanding of fraction equivalence and ordering.,4.NF.2,TRUE
mathcc-4-nf-3,CCSS.Math.Content.4.NF.3,basic_html,<p>Understand a fraction a/b with a > 1 as a sum of fractions 1/b.</p>,14783,51060,16470,Grade 4,Number and Operations—Fractions3,Extend understanding of fraction equivalence and ordering.,4.NF.3,TRUE
mathcc-4-nf-4,CCSS.Math.Content.4.NF.4,basic_html,<p>Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.</p>,14783,51061,16470,Grade 4,Number and Operations—Fractions3,"denominators, e.g., by using visual fraction models and equations to represent the problem.",4.NF.4,TRUE
mathcc-4-nf-5,CCSS.Math.Content.4.NF.5,basic_html,"<p>Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.4 For example, express 3/10 as 30/100, and add 3/10 + 4/100 = 34/100.</p>",14783,51062,16470,Grade 4,Number and Operations—Fractions3,"Understand decimal notation for fractions, and compare decimal fractions.",4.NF.5,TRUE
mathcc-4-nf-6,CCSS.Math.Content.4.NF.6,basic_html,"<p>Use decimal notation for fractions with denominators 10 or 100. For example, rewrite 0.62 as 62/100; describe a length as 0.62 meters; locate 0.62 on a number line diagram.</p>",14783,51062,16470,Grade 4,Number and Operations—Fractions3,"Understand decimal notation for fractions, and compare decimal fractions.",4.NF.6,TRUE
mathcc-4-nf-7,CCSS.Math.Content.4.NF.7,basic_html,"<p>Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual model.</p>",14783,51062,16470,Grade 4,Number and Operations—Fractions3,"Understand decimal notation for fractions, and compare decimal fractions.",4.NF.7,TRUE
mathcc-4-md-1,CCSS.Math.Content.4.MD.1,basic_html,"<p>Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two column table. For example, know that 1 ft is 12 times as long as 1 in. Express the length of a 4 ft snake as 48 in. Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36), ...</p>",14783,51064,16470,Grade 4,Measurement and Data,measurements from a larger unit to a smaller unit.,4.MD.1,TRUE
mathcc-4-md-2,CCSS.Math.Content.4.MD.2,basic_html,"<p>Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.</p>",14783,51064,16470,Grade 4,Measurement and Data,measurements from a larger unit to a smaller unit.,4.MD.2,TRUE
mathcc-4-md-3,CCSS.Math.Content.4.MD.3,basic_html,"<p>Apply the area and perimeter formulas for rectangles in real world and mathematical problems. For example, find the width of a rectangular room given the area of the flooring and the length, by viewing the area formula as a multiplication equation with an unknown factor. Represent and interpret data.</p>",14783,51064,16470,Grade 4,Measurement and Data,measurements from a larger unit to a smaller unit.,4.MD.3,TRUE
mathcc-4-md-4,CCSS.Math.Content.4.MD.4,basic_html,"<p>Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Solve problems involving addition and subtraction of fractions by using information presented in line plots. For example, from a line plot find and interpret the difference in length between the longest and shortest specimens in an insect collection. Geometric measurement: understand concepts of angle and measure angles.</p>",14783,51064,16470,Grade 4,Measurement and Data,measurements from a larger unit to a smaller unit.,4.MD.4,TRUE
mathcc-4-md-5,CCSS.Math.Content.4.MD.5,basic_html,"<p>Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:</p>",14783,51064,16470,Grade 4,Measurement and Data,measurements from a larger unit to a smaller unit.,4.MD.5,TRUE
mathcc-4-md-6,CCSS.Math.Content.4.MD.6,basic_html,<p>Measure angles in whole-number degrees using a protractor. Sketch angles of specified measure.</p>,14783,51065,16470,Grade 4,Measurement and Data,4Students who can generate equivalent fractions can develop strategies for adding,4.MD.6,TRUE
mathcc-4-md-7,CCSS.Math.Content.4.MD.7,basic_html,"<p>Recognize angle measure as additive. When an angle is decomposed into non-overlapping parts, the angle measure of the whole is the sum of the angle measures of the parts. Solve addition and subtraction problems to find unknown angles on a diagram in real world and mathematical problems, e.g., by using an equation with a symbol for the unknown angle measure.</p>",14783,51065,16470,Grade 4,Measurement and Data,4Students who can generate equivalent fractions can develop strategies for adding,4.MD.7,TRUE
mathcc-4-g-1,CCSS.Math.Content.4.G.1,basic_html,"<p>Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures.</p>",14783,51067,16470,Grade 4,Geometry,"Draw and identify lines and angles, and classify shapes by properties of their lines and angles.",4.G.1,TRUE
mathcc-4-g-2,CCSS.Math.Content.4.G.2,basic_html,"<p>Classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines, or the presence or absence of angles of a specified size. Recognize right triangles as a category, and identify right triangles.</p>",14783,51067,16470,Grade 4,Geometry,"Draw and identify lines and angles, and classify shapes by properties of their lines and angles.",4.G.2,TRUE
mathcc-4-g-3,CCSS.Math.Content.4.G.3,basic_html,<p>Recognize a line of symmetry for a two-dimensional figure as a line across the figure such that the figure can be folded along the line into matching parts. Identify line-symmetric figures and draw lines of symmetry.</p>,14783,51067,16470,Grade 4,Geometry,"Draw and identify lines and angles, and classify shapes by properties of their lines and angles.",4.G.3,TRUE
mathcc-4-g-2,CCSS.Math.Content.4.G.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51068,16470,Grade 4,Geometry,Make sense of problems and persevere in solving them.,4.G.2,TRUE
mathcc-4-g-3,CCSS.Math.Content.4.G.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51068,16470,Grade 4,Geometry,Make sense of problems and persevere in solving them.,4.G.3,TRUE
mathcc-4-g-4,CCSS.Math.Content.4.G.4,basic_html,<p>Model with mathematics.</p>,14783,51068,16470,Grade 4,Geometry,Make sense of problems and persevere in solving them.,4.G.4,TRUE
mathcc-4-g-5,CCSS.Math.Content.4.G.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51068,16470,Grade 4,Geometry,Make sense of problems and persevere in solving them.,4.G.5,TRUE
mathcc-4-g-6,CCSS.Math.Content.4.G.6,basic_html,<p>Attend to precision.</p>,14783,51068,16470,Grade 4,Geometry,Make sense of problems and persevere in solving them.,4.G.6,TRUE
mathcc-4-g-7,CCSS.Math.Content.4.G.7,basic_html,<p>Look for and make use of structure.</p>,14783,51068,16470,Grade 4,Geometry,Make sense of problems and persevere in solving them.,4.G.7,TRUE
mathcc-4-g-8,CCSS.Math.Content.4.G.8,basic_html,<p>Look for and express regularity in repeated reasoning. Grade 5 Overview</p>,14783,51068,16470,Grade 4,Geometry,Make sense of problems and persevere in solving them.,4.G.8,TRUE
mathcc-5-oa-1,CCSS.Math.Content.5.OA.1,basic_html,"<p>Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.</p>",14783,51071,16470,Grade 5,Operations and Algebraic Thinking,Write and interpret numerical expressions.,5.OA.1,TRUE
mathcc-5-oa-2,CCSS.Math.Content.5.OA.2,basic_html,"<p>Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them. For example, express the calculation “add 8 and 7, then multiply by 2” as 2 × (8 + 7). Recognize that 3 × (18932 + 921) is three times as large as 18932 + 921, without having to calculate the indicated sum or product. Analyze patterns and relationships.</p>",14783,51071,16470,Grade 5,Operations and Algebraic Thinking,Write and interpret numerical expressions.,5.OA.2,TRUE
mathcc-5-oa-3,CCSS.Math.Content.5.OA.3,basic_html,"<p>Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane. For example, given the rule “Add 3” and the starting number 0, and given the rule “Add 6” and the starting number 0, generate terms in the resulting sequences, and observe that the terms in one sequence are twice the corresponding terms in the other sequence. Explain informally why this is so.</p>",14783,51071,16470,Grade 5,Operations and Algebraic Thinking,Write and interpret numerical expressions.,5.OA.3,TRUE
mathcc-5-nbt-1,CCSS.Math.Content.5.NBT.1,basic_html,"<p>Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.</p>",14783,51073,16470,Grade 5,Number and Operations in Base Ten,Understand the place value system.,5.NBT.1,TRUE
mathcc-5-nbt-2,CCSS.Math.Content.5.NBT.2,basic_html,"<p>Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.</p>",14783,51073,16470,Grade 5,Number and Operations in Base Ten,Understand the place value system.,5.NBT.2,TRUE
mathcc-5-nbt-3,CCSS.Math.Content.5.NBT.3,basic_html,"<p>Read, write, and compare decimals to thousandths.</p>",14783,51073,16470,Grade 5,Number and Operations in Base Ten,Understand the place value system.,5.NBT.3,TRUE
mathcc-5-nbt-4,CCSS.Math.Content.5.NBT.4,basic_html,<p>Use place value understanding to round decimals to any place. Perform operations with multi-digit whole numbers and with decimals to hundredths.</p>,14783,51074,16470,Grade 5,Number and Operations in Base Ten,"digits in each place, using >, =, and < symbols to record the results of comparisons.",5.NBT.4,TRUE
mathcc-5-nbt-5,CCSS.Math.Content.5.NBT.5,basic_html,<p>Fluently multiply multi-digit whole numbers using the standard algorithm.</p>,14783,51074,16470,Grade 5,Number and Operations in Base Ten,"digits in each place, using >, =, and < symbols to record the results of comparisons.",5.NBT.5,TRUE
mathcc-5-nbt-6,CCSS.Math.Content.5.NBT.6,basic_html,"<p>Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.</p>",14783,51074,16470,Grade 5,Number and Operations in Base Ten,"digits in each place, using >, =, and < symbols to record the results of comparisons.",5.NBT.6,TRUE
mathcc-5-nbt-7,CCSS.Math.Content.5.NBT.7,basic_html,"<p>Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.</p>",14783,51074,16470,Grade 5,Number and Operations in Base Ten,"digits in each place, using >, =, and < symbols to record the results of comparisons.",5.NBT.7,TRUE
mathcc-5-nf-1,CCSS.Math.Content.5.NF.1,basic_html,"<p>Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)</p>",14783,51076,16470,Grade 5,Number and Operations—Fractions,Use equivalent fractions as a strategy to add and subtract fractions.,5.NF.1,TRUE
mathcc-5-nf-2,CCSS.Math.Content.5.NF.2,basic_html,"<p>Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators,</p>",14783,51076,16470,Grade 5,Number and Operations—Fractions,Use equivalent fractions as a strategy to add and subtract fractions.,5.NF.2,TRUE
mathcc-5-nf-3,CCSS.Math.Content.5.NF.3,basic_html,"<p>Interpret a fraction as division of the numerator by the denominator (a/b = a ÷ b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers,</p>",14783,51077,16470,Grade 5,Number and Operations—Fractions,Apply and extend previous understandings of multiplication and division to multiply and divide fract,5.NF.3,TRUE
mathcc-5-nf-4,CCSS.Math.Content.5.NF.4,basic_html,<p>Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.</p>,14783,51078,16470,Grade 5,Number and Operations—Fractions,pounds of rice should each person get? Between what two whole numbers does your answer lie?,5.NF.4,TRUE
mathcc-5-nf-5,CCSS.Math.Content.5.NF.5,basic_html,"<p>Interpret multiplication as scaling (resizing), by:</p>",14783,51079,16470,Grade 5,Number and Operations—Fractions,"rectangles, and represent fraction products as rectangular areas.",5.NF.5,TRUE
mathcc-5-nf-6,CCSS.Math.Content.5.NF.6,basic_html,"<p>Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem.</p>",14783,51080,16470,Grade 5,Number and Operations—Fractions,(n×a)/(n×b) to the effect of multiplying a/b by 1.,5.NF.6,TRUE
mathcc-5-nf-7,CCSS.Math.Content.5.NF.7,basic_html,<p>Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.1</p>,14783,51080,16470,Grade 5,Number and Operations—Fractions,(n×a)/(n×b) to the effect of multiplying a/b by 1.,5.NF.7,TRUE
mathcc-5-md-1,CCSS.Math.Content.5.MD.1,basic_html,"<p>Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems. Represent and interpret data.</p>",14783,51082,16470,Grade 5,Measurement and Data,Convert like measurement units within a given measurement system.,5.MD.1,TRUE
mathcc-5-md-2,CCSS.Math.Content.5.MD.2,basic_html,"<p>Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally. Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.</p>",14783,51082,16470,Grade 5,Measurement and Data,Convert like measurement units within a given measurement system.,5.MD.2,TRUE
mathcc-5-md-3,CCSS.Math.Content.5.MD.3,basic_html,<p>Recognize volume as an attribute of solid figures and understand concepts of volume measurement.</p>,14783,51082,16470,Grade 5,Measurement and Data,Convert like measurement units within a given measurement system.,5.MD.3,TRUE
mathcc-5-md-4,CCSS.Math.Content.5.MD.4,basic_html,"<p>Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.</p>",14783,51083,16470,Grade 5,Measurement and Data,using n unit cubes is said to have a volume of n cubic units.,5.MD.4,TRUE
mathcc-5-md-5,CCSS.Math.Content.5.MD.5,basic_html,<p>Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.</p>,14783,51083,16470,Grade 5,Measurement and Data,using n unit cubes is said to have a volume of n cubic units.,5.MD.5,TRUE
mathcc-5-g-1,CCSS.Math.Content.5.G.1,basic_html,"<p>Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate).</p>",14783,51085,16470,Grade 5,Geometry,Graph points on the coordinate plane to solve real-world and mathematical problems.,5.G.1,TRUE
mathcc-5-g-2,CCSS.Math.Content.5.G.2,basic_html,"<p>Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation. Classify two-dimensional figures into categories based on their properties.</p>",14783,51085,16470,Grade 5,Geometry,Graph points on the coordinate plane to solve real-world and mathematical problems.,5.G.2,TRUE
mathcc-5-g-3,CCSS.Math.Content.5.G.3,basic_html,"<p>Understand that attributes belonging to a category of two dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles.</p>",14783,51085,16470,Grade 5,Geometry,Graph points on the coordinate plane to solve real-world and mathematical problems.,5.G.3,TRUE
mathcc-5-g-4,CCSS.Math.Content.5.G.4,basic_html,<p>Classify two-dimensional figures in a hierarchy based on properties.</p>,14783,51085,16470,Grade 5,Geometry,Graph points on the coordinate plane to solve real-world and mathematical problems.,5.G.4,TRUE
mathcc-5-g-2,CCSS.Math.Content.5.G.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51086,16470,Grade 5,Geometry,Make sense of problems and persevere in solving them.,5.G.2,TRUE
mathcc-5-g-3,CCSS.Math.Content.5.G.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51086,16470,Grade 5,Geometry,Make sense of problems and persevere in solving them.,5.G.3,TRUE
mathcc-5-g-4,CCSS.Math.Content.5.G.4,basic_html,<p>Model with mathematics.</p>,14783,51086,16470,Grade 5,Geometry,Make sense of problems and persevere in solving them.,5.G.4,TRUE
mathcc-5-g-5,CCSS.Math.Content.5.G.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51086,16470,Grade 5,Geometry,Make sense of problems and persevere in solving them.,5.G.5,TRUE
mathcc-5-g-6,CCSS.Math.Content.5.G.6,basic_html,<p>Attend to precision.</p>,14783,51086,16470,Grade 5,Geometry,Make sense of problems and persevere in solving them.,5.G.6,TRUE
mathcc-5-g-7,CCSS.Math.Content.5.G.7,basic_html,<p>Look for and make use of structure.</p>,14783,51086,16470,Grade 5,Geometry,Make sense of problems and persevere in solving them.,5.G.7,TRUE
